# {"t_start": 1557719140.0834558, "env_id": "HalfCheetah-v2"} 
r,l,t
-612.999753,1000,1.537899
-663.755086,1000,2.157978
-633.795086,1000,3.349173
-570.092075,1000,3.965893
-503.531878,1000,5.092611
-476.018598,1000,5.705071
-605.452708,1000,6.839066
-623.812954,1000,7.453411
-505.433461,1000,8.579516
-635.402752,1000,9.192701
-558.693813,1000,10.33359
-661.060932,1000,10.952683
-542.165925,1000,12.085648
-477.973789,1000,12.701362
-531.144729,1000,13.833317
-500.8026,1000,14.446058
-499.798931,1000,15.579255
-525.042667,1000,16.20066
-527.575876,1000,17.320979
-497.769965,1000,17.931188
-502.876731,1000,19.063478
-470.263337,1000,19.696466
-519.599129,1000,20.846531
-406.900983,1000,21.48063
-395.177825,1000,22.633134
-558.065451,1000,23.264459
-443.000201,1000,24.398518
-482.382343,1000,25.016358
-444.662475,1000,26.145762
-550.085786,1000,26.775513
-435.561594,1000,27.911051
-345.638033,1000,28.527151
-390.38005,1000,29.660579
-393.638709,1000,30.271193
-364.093664,1000,31.385984
-373.3267,1000,32.008361
-492.470144,1000,33.138032
-452.180025,1000,33.751574
-467.011091,1000,34.873188
-600.686538,1000,35.485669
-279.489185,1000,36.608593
-345.858021,1000,37.227381
-437.448671,1000,37.845844
-442.924033,1000,38.973097
-357.125339,1000,39.58904
-395.556086,1000,40.712048
-417.254724,1000,41.324216
-388.599907,1000,42.468959
-378.013019,1000,43.095008
-386.705229,1000,44.240542
-363.244444,1000,44.868383
-356.208579,1000,46.012733
-429.718413,1000,46.638858
-275.044577,1000,47.786765
-327.363904,1000,48.413926
-416.189338,1000,49.562793
-355.125981,1000,50.190574
-337.957401,1000,51.318607
-340.663375,1000,51.931848
-253.838946,1000,53.055403
-238.61845,1000,53.670638
-280.227792,1000,54.795418
-287.708681,1000,55.409466
-301.260099,1000,56.539676
-302.893598,1000,57.156074
-299.752643,1000,58.283323
-302.995135,1000,58.896118
-452.284739,1000,60.035623
-297.193552,1000,60.68099
-291.760129,1000,61.843573
-260.031996,1000,62.47413
-227.949209,1000,63.600697
-303.639928,1000,64.216786
-228.643711,1000,65.345805
-387.275745,1000,65.962063
-377.543483,1000,67.086578
-238.306661,1000,67.698252
-289.120613,1000,68.822093
-225.892085,1000,69.434508
-224.844314,1000,70.562239
-136.133449,1000,71.181603
-180.066489,1000,72.303274
-260.066951,1000,72.914362
-258.914819,1000,74.029061
-216.589842,1000,74.643157
-302.328768,1000,75.257795
-205.186557,1000,76.370929
-200.047759,1000,76.983485
-270.0072,1000,78.109794
-248.261007,1000,78.722934
-214.412019,1000,79.85556
-246.358954,1000,80.474294
