# {"t_start": 1557706604.2433684, "env_id": "LunarLanderContinuous-v2"} 
r,l,t
-235.835165,125,2.134986
-477.252427,101,2.283139
-209.340407,70,2.383641
-273.186758,86,2.507346
-78.844155,159,2.759114
-513.252678,112,2.926836
-93.435985,72,3.033054
-66.708026,92,3.161841
-374.972268,202,3.516554
-238.939759,85,3.639882
-460.061621,173,3.928159
-192.199573,135,4.139599
-57.506385,75,4.241714
-450.107964,110,4.400758
-372.267614,91,4.528689
-196.363515,173,4.827837
-112.250038,142,5.048588
-75.574316,83,5.33333
-180.530492,109,5.498523
-185.336727,83,5.623815
-303.888686,165,5.893892
-42.598031,75,5.999959
-62.929837,71,6.09941
-111.420824,128,6.301105
-333.095982,89,6.432197
-267.646173,79,6.549093
-70.152771,73,6.655579
-565.400409,92,6.79036
-398.755222,89,6.929218
-190.214496,128,7.127137
-397.167056,131,7.328579
-485.157848,101,7.47714
-455.869387,137,7.695638
-257.341704,99,7.850016
-315.554914,95,7.98733
-67.790147,146,8.220226
-293.781691,104,8.374045
-92.899821,63,8.545626
-345.030754,102,8.69586
-350.76543,155,8.938551
-423.962731,123,9.125226
-261.69299,142,9.35494
-379.728132,114,9.530089
-114.119426,97,9.672351
-102.103401,156,9.923678
-200.435888,77,10.02826
-98.162861,98,10.169489
-26.390501,99,10.3202
-235.455404,89,10.456133
-41.452846,269,11.030378
-182.135255,100,11.180006
-61.685885,69,11.275483
-65.964142,108,11.43344
-328.327271,89,11.561112
-189.819805,91,11.693506
3.310057,100,11.940842
-237.31619,108,12.097478
-78.249059,82,12.213357
-79.821343,112,12.379357
-191.453876,97,12.521089
-374.404425,119,12.711354
-52.385246,107,12.882637
-87.494471,87,13.008213
-137.142335,87,13.136614
-132.858677,111,13.307485
-35.805847,170,13.588294
-216.916892,119,13.769997
-59.316266,90,13.900841
-181.029681,87,14.025325
-375.027108,89,14.152626
-362.933156,152,14.393851
-36.295198,133,14.605284
-43.114484,123,14.792942
-158.136514,160,15.146096
-272.783309,143,15.376981
-358.303193,116,15.554576
-152.387571,120,15.74499
-273.5196,110,15.910512
-128.831919,102,16.05768
-244.91641,108,16.223423
-211.065943,100,16.368999
-399.150889,145,16.608769
-187.44955,91,16.745123
-467.790897,91,16.87693
-284.24686,146,17.113173
-74.589805,88,17.238035
-315.860074,91,17.367865
-181.664702,151,17.607035
-318.854549,109,17.765378
-398.090209,116,17.937868
-155.264757,81,18.05266
-92.028583,90,18.273116
-108.955888,97,18.415243
-127.503358,77,18.525531
-337.615624,97,18.670631
-231.012401,165,18.979903
-396.138583,152,19.224919
-364.623653,98,19.380079
-161.68978,140,19.65195
-338.43574,148,19.899982
-374.765146,206,20.271831
-377.864849,83,20.390757
-82.988037,159,20.65558
-187.82763,115,20.830081
-494.260985,159,21.096517
-566.283617,130,21.298086
-339.711682,142,21.532082
-352.273292,147,21.922935
-49.322649,90,22.058225
-78.993111,121,22.244219
-206.370428,115,22.424385
-102.126624,102,22.574154
-445.535325,83,22.694711
-372.530069,143,22.919458
-101.70448,86,23.04602
-335.045874,107,23.213328
-343.860634,198,23.578146
-425.938288,98,23.731085
-126.724828,122,23.931343
-347.785793,190,24.280981
-417.427586,89,24.421177
-222.896034,96,24.577564
-238.427315,126,24.785593
-428.265741,89,24.920865
-368.640548,89,25.054178
-400.116726,120,25.342637
-161.203395,85,25.475152
-286.315388,132,25.696012
-64.403777,77,25.822156
-233.724887,88,25.961493
-202.001336,127,26.161105
-425.428342,113,26.342156
-347.34322,91,26.479249
-155.043667,128,26.689192
-109.079098,89,26.819024
-416.443621,84,26.946787
-97.177249,120,27.137299
-162.754016,152,27.407715
-140.932994,105,27.576315
-421.165762,212,27.975005
-136.334301,146,28.216408
-502.578649,99,28.368773
-595.419993,175,28.765524
-343.627382,172,29.055323
-66.074331,111,29.237475
-78.41,79,29.357295
-357.921638,88,29.491244
-175.458564,104,29.656114
-91.139735,68,29.751805
-207.221208,117,29.936324
-114.035858,119,30.127241
-158.593262,83,30.253943
-89.388119,256,30.784787
-108.381274,291,31.394916
-213.203057,186,31.720484
-285.384061,157,31.985578
-77.217858,99,32.139666
-33.435848,74,32.340348
-227.239127,125,32.547111
-136.771566,99,32.701712
-84.91399,71,32.810233
-47.776691,96,32.953585
-126.716615,96,33.098522
-88.618423,167,33.384455
-217.838351,68,33.485983
-92.833239,92,33.621011
-498.936185,116,33.805161
-92.597072,81,33.931115
-16.43839,85,34.062152
-258.595576,128,34.277527
-50.694648,1000,38.809615
-254.510521,84,38.933995
-160.781615,95,39.082291
-27.724347,88,39.218523
-79.692965,115,39.398785
-45.052638,85,39.529591
-358.563948,112,39.704358
-103.74176,87,39.834789
-310.597867,138,40.067898
-148.709403,140,40.298606
-65.661466,117,40.493063
-393.91136,169,40.780899
-223.956656,139,41.022081
-87.410461,128,41.236814
-261.223249,101,41.39332
-158.370463,142,41.634533
-228.051531,144,41.968722
-544.529269,167,42.252005
-157.462146,159,42.533107
-212.634964,98,42.685115
-204.743555,126,42.892977
-87.090206,148,43.142337
-187.16682,131,43.359757
-221.302981,96,43.504579
-203.396783,157,43.771834
-255.394966,104,43.935294
-38.226089,108,44.102356
-246.812423,106,44.269028
-64.656464,93,44.412726
-258.678897,86,44.545668
-248.08737,91,44.689195
-63.936523,95,44.837555
-13.569866,87,44.973524
-164.15289,156,45.23692
-281.353997,219,45.773593
-204.669001,100,45.930622
-229.303832,81,46.049977
-83.692186,103,46.212911
-111.018224,140,46.453553
-110.205386,96,46.602997
-92.62123,211,46.992941
-404.452996,95,47.138706
-166.08183,134,47.357885
-159.849292,107,47.529055
-342.012414,200,47.913075
-153.014293,91,48.054364
-477.848164,169,48.344673
-391.729972,218,48.747748
-230.171922,156,49.123715
-227.188906,115,49.305268
-179.313612,108,49.472737
-288.903774,180,49.795244
-39.911283,83,49.921554
-56.381764,110,50.098942
-487.777106,103,50.261148
-75.698773,96,50.406624
-415.794638,189,50.75986
-287.02939,160,51.048838
-46.227638,106,51.228798
-261.715815,120,51.426267
-327.56079,95,51.575625
-397.657884,171,51.89544
-197.481408,136,52.115201
-72.259595,201,52.480242
-242.321619,91,52.7165
-124.416197,131,52.928626
-126.691494,140,53.157079
-191.508209,158,53.420803
-199.686865,129,53.627304
-314.608209,110,53.799979
-257.529112,86,53.932679
-47.075374,113,54.111689
-428.908601,83,54.236481
-60.421824,113,54.41651
-180.186745,102,54.573419
-179.53922,202,54.969802
-297.725851,88,55.112664
-189.262117,97,55.264848
-434.459885,176,55.588749
-37.658792,80,55.710781
-206.30028,95,55.853828
-512.156789,216,56.34095
-138.890218,152,56.61691
-34.375472,101,56.773356
-228.916659,197,57.138187
-262.666241,126,57.341657
-256.736278,96,57.48752
-55.710068,111,57.660592
-228.385165,120,57.852281
-38.50316,92,57.993963
-81.236766,113,58.173315
-289.167649,150,58.425921
-67.903699,78,58.542562
-146.294509,196,58.889943
-178.968521,213,59.282566
-96.830234,80,59.401001
-20.030248,87,59.62493
-248.668176,107,59.795848
-509.271398,145,60.047551
-467.666709,140,60.286132
-185.38767,165,60.585036
-398.708295,219,61.004666
-322.498789,164,61.282662
-45.590372,72,61.383747
-259.487493,168,61.668829
-66.52544,132,61.881875
-301.680922,165,62.17747
-234.883146,167,62.484787
-301.781033,93,62.627577
-102.813985,99,62.781373
-428.064766,218,63.286922
-565.464477,180,63.605052
-283.202089,203,63.976849
-278.549263,113,64.153457
-70.693749,131,64.368502
-292.064489,94,64.511472
-295.274177,220,64.94835
-219.774933,130,65.164647
-64.559982,98,65.316795
-189.626864,137,65.550354
-328.210446,234,66.008847
-109.280926,98,66.158647
-267.657837,193,66.510894
-279.692526,174,66.821166
-35.878434,99,67.078877
-585.24739,153,67.338031
-374.102894,86,67.46891
-216.972216,145,67.714604
-318.997541,102,67.878002
-258.166836,132,68.094702
-189.94209,133,68.322531
-359.851695,107,68.496603
-330.219871,86,68.630436
-30.059418,96,68.783804
-209.635672,190,69.135659
-147.947324,99,69.292384
-274.072812,78,69.418273
-144.193421,224,69.897537
-329.541631,88,70.033007
-213.751728,174,70.35367
-268.998643,120,70.652214
-127.455088,163,70.951104
-7.246325,106,71.119457
-345.233047,201,71.497802
-236.997097,116,71.689008
-35.137299,132,71.906692
-238.174007,292,72.53903
-159.98315,181,72.871399
-312.53951,110,73.046239
-60.607184,113,73.227245
-253.795328,136,73.457345
