eplenmean,eprewmean,fps,loss/approxkl,loss/clipfrac,loss/policy_entropy,loss/policy_loss,loss/value_loss,misc/explained_variance,misc/nupdates,misc/serial_timesteps,misc/time_elapsed,misc/total_timesteps
102.15,-225.99625310000002,353,0.00016278712,0.00012207031,2.8392806,-0.0016245099,1271.6448,-0.0011165142059326172,1,2048,5.799757535000026,2048
110.77,-216.97578300000004,373,0.0005532377,0.00012207031,2.8401015,-0.0005337945,920.78455,-0.010645866394042969,10,20480,55.740335628999674,20480
121.61,-213.29892400000006,373,0.00053587114,0.0,2.8215585,-0.0009934527,867.0097,-0.023356914520263672,20,40960,110.67517325499966,40960
114.11,-205.81095754000006,378,0.0060395934,0.07824707,2.8174062,-0.00052930386,888.31647,-0.018598437309265137,30,61440,169.93849489600007,61440
88.06,-173.55085721,386,0.00039026435,0.0,2.8141055,-0.0003949857,424.85132,-0.01011204719543457,40,81920,223.39834878200008,81920
105.97,-179.60915545,388,6.407976e-05,0.0,2.81669,0.00014148102,900.70966,-0.006682872772216797,50,102400,280.6044676669999,102400
111.65,-258.92577315,360,0.00079150405,0.0,2.812771,0.000105860614,1229.0065,-0.025336503982543945,60,122880,335.8922046749999,122880
108.57,-240.43413461,370,0.00044132667,0.0,2.8115299,4.2372558e-05,688.25916,-0.0018249750137329102,70,143360,390.9053980089998,143360
110.53,-223.21110265000004,369,0.0014988915,0.003540039,2.811699,0.003116406,887.18207,0.0005695223808288574,80,163840,448.845418292,163840
96.49,-240.67047143,376,0.0010210716,0.00024414062,2.8084,-0.0010237967,1042.6364,-0.0003069639205932617,90,184320,502.9331405580001,184320
97.05,-186.76077593,391,7.4620966e-06,0.0,2.8111217,0.00012377731,417.09097,-0.00030291080474853516,100,204800,556.7172675769998,204800
98.65,-209.89230979000004,375,0.00020510089,0.0,2.8126218,-1.5972764e-05,547.2035,-0.004343390464782715,110,225280,610.9895020839999,225280
113.03,-202.46987513000005,370,0.00012403858,0.0,2.8065088,-0.00034570892,535.45825,4.4286251068115234e-05,120,245760,668.7066471789999,245760
99.18,-223.51016742,380,0.006801028,0.095336914,2.8016734,0.0024250862,759.1099,-0.0025712251663208008,130,266240,722.971644103,266240
104.13,-237.58409720000003,371,0.00040290577,0.0,2.8027244,-0.0003899714,636.5782,-0.0068705081939697266,140,286720,777.6478440179999,286720
116.05,-248.98408074,371,0.003084917,0.024780273,2.8051667,0.0012887511,832.7509,-0.0013309717178344727,150,307200,834.0692938960001,307200
101.45,-208.68330339,380,0.00041743094,0.0,2.8009727,0.000304553,673.6686,-0.0032279491424560547,160,327680,889.171895506,327680
106.22,-220.00950601999998,373,9.428366e-06,0.0,2.801338,-6.0192877e-05,408.42896,-0.0013833045959472656,170,348160,944.329466958,348160
102.16,-235.69652146999996,372,0.0007572282,0.0,2.8038158,-0.00026075225,726.5394,-4.875659942626953e-05,180,368640,999.4356872599997,368640
94.38,-203.32984527,384,0.0045582117,0.047851562,2.8062615,-0.002718952,363.53577,-0.0010218620300292969,190,389120,1052.9187970099997,389120
105.06,-194.93787716,381,0.004677933,0.055541992,2.8065212,0.0016915741,440.4639,-0.00011456012725830078,200,409600,1110.6424383599997,409600
89.89,-184.70006757000002,388,0.003734384,0.0390625,2.8020065,-0.0022838484,404.7054,0.0012992024421691895,210,430080,1163.6207292789995,430080
100.43,-192.18239459,377,0.00031311595,0.0,2.795245,0.00018055525,634.0984,-0.0004229545593261719,220,450560,1217.919260838,450560
95.96,-170.47074154999999,382,0.0007526871,0.0008544922,2.7956023,-0.0015424008,182.11516,-0.00011265277862548828,230,471040,1271.6449657000003,471040
100.86,-208.18408550000004,368,0.00026611643,0.0,2.796214,5.7712197e-05,454.19894,-0.00040411949157714844,240,491520,1325.9786546979994,491520
102.79,-261.91965256,376,0.00012682576,0.0,2.7968228,-0.0009981885,756.5936,-0.0004500150680541992,250,512000,1381.044226813,512000
91.38,-204.47730931,385,0.00038443835,0.0,2.7938988,-0.00021574629,560.4364,-0.0021210908889770508,260,532480,1434.9352981760003,532480
92.78,-180.4523382,387,0.0015467877,0.004760742,2.7942317,-0.0012137038,235.41829,1.1920928955078125e-06,270,552960,1488.3599639859995,552960
104.67,-219.38848878999997,377,0.00087911874,0.00024414062,2.7878554,-0.00042860588,456.28833,-0.00046837329864501953,280,573440,1545.0901684179998,573440
104.87,-266.55878400999995,380,0.0020006238,0.004760742,2.787923,0.0037750495,705.1994,-6.639957427978516e-05,290,593920,1599.7853618110003,593920
96.83,-198.47417541,381,0.00017703934,0.0,2.8028166,-8.556177e-06,386.88593,-0.0009626150131225586,300,614400,1658.2401568449995,614400
109.19,-197.53551215,370,0.0010104409,0.0043945312,2.8028295,-0.0013556511,345.70465,-0.004164576530456543,310,634880,1716.794768371,634880
88.28,-178.02853602,385,0.0021462636,0.013671875,2.8009136,-0.0009125371,307.96637,-0.01292717456817627,320,655360,1770.2496024229995,655360
91.8,-248.06661066999996,387,0.003321965,0.036621094,2.813296,-0.0020826012,229.49678,0.001865684986114502,330,675840,1823.6896913720002,675840
88.99,-166.62782108,389,0.00040196936,0.0,2.8005652,1.1470038e-05,251.75066,4.035234451293945e-05,340,696320,1879.5692618029998,696320
91.09,-202.12930145999997,388,2.1268828e-05,0.0,2.7746892,-0.000120955665,408.25076,-0.021052002906799316,350,716800,1932.7956957859997,716800
100.75,-170.78101379000003,387,0.0012193206,0.002319336,2.7706742,-0.00023109223,223.75052,0.0017639994621276855,360,737280,1989.7294491229995,737280
84.61,-180.87644993,383,0.0019482763,0.009643555,2.7588377,-0.0014071519,165.78574,-0.01866459846496582,370,757760,2042.5199539180003,757760
80.2,-165.53815686,393,0.0016767165,0.0034179688,2.754596,0.00054226135,232.94975,-0.008289337158203125,380,778240,2094.520436512,778240
86.64,-175.12770466,387,0.00361899,0.037841797,2.7478833,-0.0037483037,321.91504,-0.003172159194946289,390,798720,2146.858511769,798720
87.22,-184.54658058999996,386,0.005784063,0.08068848,2.745543,-0.0027536391,286.14594,0.0007038116455078125,400,819200,2199.651307035,819200
90.12,-168.28095806000005,386,0.001096993,0.0007324219,2.7305965,-0.0019224563,297.7297,-0.0003719329833984375,410,839680,2252.584404565,839680
94.74,-178.06806083000004,376,0.00141975,0.008300781,2.7295227,-0.00037897064,306.83505,7.778406143188477e-05,420,860160,2305.9362747610003,860160
93.0,-218.12113870000002,376,0.0011239941,0.0020751953,2.724262,-0.0020849032,201.61299,0.00042951107025146484,430,880640,2359.4976488929997,880640
99.68,-192.44364241999995,373,0.0010489392,0.00024414062,2.7324712,0.00064675167,408.43652,0.0007836818695068359,440,901120,2413.462857568,901120
114.35,-280.03581357,354,6.6141925e-05,0.0,2.7239718,8.7152584e-05,349.59988,-0.015868663787841797,450,921600,2469.441837517,921600
108.03,-250.24974862000002,367,0.00021943859,0.0,2.7234871,-0.00069419475,204.49513,1.1980533599853516e-05,460,942080,2524.780952051,942080
109.13,-264.21115604999994,369,0.0001948323,0.0,2.7182772,-0.00069158594,492.48474,-4.7087669372558594e-05,470,962560,2581.224368868,962560
108.57,-242.20006134999997,363,0.008673523,0.12976074,2.7208622,0.0040665264,368.941,0.003178238868713379,480,983040,2637.0387483510003,983040
122.87,-334.49128067,365,0.0003946618,0.0,2.7147272,-0.0013997107,556.1065,1.0311603546142578e-05,490,1003520,2694.5501340339997,1003520
113.61,-248.19639472000006,342,0.0050601657,0.06237793,2.7122557,0.00062845263,292.3283,-0.002323746681213379,500,1024000,2751.358584402,1024000
115.74,-273.44657890999997,366,0.00010643248,0.0,2.7108736,-0.00025375182,534.8197,0.00039464235305786133,510,1044480,2809.966191925,1044480
115.18,-244.28075775000002,369,0.0030005714,0.023803711,2.6983368,-0.0011078691,240.83336,-0.0028344392776489258,520,1064960,2867.1782934579996,1064960
98.38,-252.77980938000002,405,0.00057246175,0.0,2.6908147,-0.0015567731,414.61124,-0.0008978843688964844,530,1085440,2919.8412122110003,1085440
92.66,-184.34416569999996,410,0.00074542325,0.00024414062,2.6966615,-0.0011592323,213.69801,-0.0011420249938964844,540,1105920,2969.5015817759995,1105920
110.06,-226.56874245999998,408,0.0030542326,0.03503418,2.689948,-0.0021119649,328.18405,-0.004636287689208984,550,1126400,3022.9080470709996,1126400
95.03,-213.34257628999995,407,0.0015452441,0.0026855469,2.6853607,0.0013776897,338.05298,0.009966909885406494,560,1146880,3072.970529745,1146880
93.27,-204.39027469,415,0.00027003727,0.0,2.6856165,0.0002984898,249.77849,-0.003644585609436035,570,1167360,3122.848686665,1167360
94.26,-187.34413468,424,0.0010396293,0.00061035156,2.6875207,-0.00033079533,177.49274,0.031350135803222656,580,1187840,3172.00184625,1187840
93.82,-194.14661030999997,420,0.0032649955,0.030639648,2.68275,-0.0013837604,249.37234,0.04605752229690552,590,1208320,3220.1221453890003,1208320
98.01,-201.68604764,420,0.0018690223,0.012939453,2.674788,-0.002789887,347.21466,-0.010880589485168457,600,1228800,3269.371590388,1228800
101.28,-207.80100677000001,391,0.0012625512,0.006958008,2.6751876,-0.0009499089,304.90933,0.002795875072479248,610,1249280,3318.943189116,1249280
98.38,-175.92246805999991,414,0.00026615255,0.0,2.667861,0.00024443254,299.8934,-0.002598881721496582,620,1269760,3370.820423252,1269760
100.61,-210.17339763,417,0.001204813,0.003540039,2.6572335,-0.0018179836,515.3375,0.013383209705352783,630,1290240,3420.1379272209997,1290240
109.75,-179.41839404,433,0.00024678372,0.00012207031,2.6537309,-0.00054912915,235.69969,0.05453062057495117,640,1310720,3471.431867088,1310720
95.81,-172.37171214000003,437,0.0007687273,0.00061035156,2.6362398,-0.0009875913,387.1496,0.02000194787979126,650,1331200,3518.1393066149994,1331200
94.02,-181.53022444,444,0.0017232711,0.010864258,2.6357472,-0.0014333997,282.3816,0.03341907262802124,660,1351680,3564.21796947,1351680
95.96,-176.66068581000002,438,0.0002905314,0.0,2.6180923,0.000112256006,291.67877,0.024711549282073975,670,1372160,3610.8222925339996,1372160
93.24,-200.68870707999997,439,0.00020326552,0.0,2.6066537,-4.119816e-05,300.39423,0.04969358444213867,680,1392640,3657.2983691279996,1392640
96.2,-193.77186157999992,445,0.00046087624,0.00012207031,2.6030588,-0.0003437365,216.42506,0.035912513732910156,690,1413120,3703.589938878,1413120
90.81,-187.30649923000004,443,0.00329278,0.033203125,2.6007397,-0.0033367672,135.29135,0.09459561109542847,700,1433600,3752.422779611,1433600
96.41,-199.15554539999997,449,0.0018776945,0.015136719,2.607595,-0.0014014307,125.11075,0.11028587818145752,710,1454080,3798.9895489049995,1454080
106.02,-214.14208706999997,437,0.0003800218,0.0,2.6123018,0.00019307574,367.8548,0.13898104429244995,720,1474560,3846.292366232,1474560
96.23,-219.4643,433,0.0004932716,0.0,2.6071806,0.00075240387,517.93463,0.1260451078414917,730,1495040,3893.0222027319996,1495040
130.8,-238.5289184,357,4.9695678e-05,0.0,2.6068213,-3.143918e-05,294.12335,0.12355321645736694,740,1515520,3947.53782306,1515520
100.38,-194.38414630000003,456,0.004472508,0.05456543,2.6071813,-0.0031191814,362.2655,0.0865442156791687,750,1536000,3991.6957339969995,1536000
117.19,-188.67201643,268,0.0009550667,0.00036621094,2.603642,0.0012579872,284.18408,0.13772547245025635,760,1556480,4042.341018807,1556480
101.88,-211.46345460999999,467,0.0015193988,0.0073242188,2.595531,-0.00017409748,313.8791,0.19111257791519165,770,1576960,4087.0236667319996,1576960
100.45,-200.30160604,459,0.0053459257,0.06994629,2.5715277,-0.0042480095,303.3661,0.16762447357177734,780,1597440,4133.430407899,1597440
121.34,-209.87816690999998,453,0.0013761778,0.0045166016,2.5665996,-0.0011882057,207.66591,0.21445095539093018,790,1617920,4182.625031518,1617920
104.47,-188.18089093999995,458,0.00024927192,0.00012207031,2.5637066,-0.000432086,259.55762,0.21421533823013306,800,1638400,4227.306996526,1638400
109.97,-222.77414272000001,457,0.00024316754,0.0,2.5484667,-7.317745e-05,336.6414,0.18257999420166016,810,1658880,4272.5726805409995,1658880
95.09,-171.10048095000002,478,0.0010947443,0.0024414062,2.5305333,-0.0001833544,325.95944,0.1919153928756714,820,1679360,4316.431241021,1679360
104.57,-178.42703543,455,0.0031600965,0.025878906,2.5141478,-0.00093708135,172.21661,0.2341151237487793,830,1699840,4361.094050836,1699840
111.56,-202.52135697000006,461,0.0018343844,0.012207031,2.4994047,-0.0021146154,246.74724,0.16917872428894043,840,1720320,4406.003568194,1720320
112.4,-185.55421339,465,0.001107085,0.00061035156,2.487152,0.0003606235,612.35516,0.11353272199630737,850,1740800,4452.932464807,1740800
103.33,-198.22095555999996,451,0.0059542037,0.0793457,2.465479,-0.0007259628,230.82019,0.26751595735549927,860,1761280,4506.6253901459995,1761280
98.99,-179.43208756,482,0.0015375317,0.0048828125,2.4705205,-0.000980901,199.9305,0.31817060708999634,870,1781760,4556.855345535,1781760
101.46,-162.59001573,488,0.00041585878,0.0,2.4526477,3.9730687e-05,229.65405,0.24887949228286743,880,1802240,4606.281504749,1802240
