approxkl,clipfrac,eplenmean,eprewmean,explained_variance,fps,nupdates,policy_entropy,policy_loss,serial_timesteps,time_elapsed,total_timesteps,value_loss
0.017499294,0.22231445,1000.0,-632.4717694999999,-0.33848679065704346,1027,1,8.363102,-0.055595893,2048,1.993389469000249,2048,0.8650077
0.016942691,0.22397462,1000.0,-556.2500904999999,-0.18092799186706543,1059,2,8.12455,-0.05741307,4096,3.926106148999679,4096,0.61739135
0.017655991,0.24453124,1000.0,-556.3170868333333,-0.0030670166015625,1099,3,7.8997283,-0.06297363,6144,5.789330883999355,6144,0.6488936
0.019173883,0.2524414,1000.0,-545.252603125,0.05843615531921387,1100,4,7.6809196,-0.062435932,8192,7.651034341999548,8192,0.4989442
0.0153913405,0.21796875,1000.0,-524.5628697,0.16144335269927979,1088,5,7.4788857,-0.05419926,10240,9.533183048000865,10240,0.50908345
0.022848452,0.2908203,1000.0,-513.52656075,0.2098168134689331,1055,6,7.2604003,-0.069372505,12288,11.473134768000818,12288,0.50665593
0.019193763,0.2559082,1000.0,-491.3497975,0.3552654981613159,1050,7,7.053664,-0.060376476,14336,13.423057613999845,14336,0.43209592
0.01966593,0.27304688,1000.0,-461.615264625,0.3449743986129761,1062,8,6.8643656,-0.06051702,16384,15.350698403000933,16384,0.3365306
0.018800756,0.26396483,1000.0,-448.8771547777778,0.3227488398551941,1083,9,6.670742,-0.057798754,18432,17.24177582700031,18432,0.39103267
0.018248748,0.25112304,1000.0,-430.76645875,0.45287203788757324,1092,10,6.476565,-0.058162004,20480,19.116728836999755,20480,0.38110456
0.014144329,0.19487305,1000.0,-424.313585409091,0.5033760368824005,1103,11,6.265815,-0.050904594,22528,20.97293594599978,22528,0.392395
0.014853671,0.21157226,1000.0,-412.33855975000006,0.5376754999160767,1074,12,6.0667734,-0.05183223,24576,22.879310054000598,24576,0.33812815
0.013717343,0.1866211,1000.0,-408.1153168461539,0.5571742057800293,1090,13,5.8654366,-0.05003255,26624,24.757960184000694,26624,0.3263356
0.014143659,0.20395508,1000.0,-399.5237703571429,0.5719110071659088,1096,14,5.65981,-0.050190777,28672,26.6263161629995,28672,0.26391694
0.013769162,0.19501953,1000.0,-395.05826900000005,0.6875883042812347,1087,15,5.4590425,-0.047715332,30720,28.509225468000295,30720,0.26779377
0.018111693,0.2455078,1000.0,-385.9211746875,0.7116000950336456,1091,16,5.272337,-0.050512217,32768,30.385799210000187,32768,0.23851006
0.01873319,0.27324218,1000.0,-379.53546147058825,0.7096987068653107,1069,17,5.1025352,-0.051332366,34816,32.300455372000215,34816,0.20759289
0.018418146,0.26259765,1000.0,-372.98925691666665,0.7518706619739532,1082,18,4.961949,-0.05030352,36864,34.19223347499974,36864,0.195231
0.01839764,0.26513672,1000.0,-364.6610547368421,0.7698110193014145,1099,19,4.8249464,-0.05190473,38912,36.055353052999635,38912,0.214865
0.018445665,0.27314454,1000.0,-355.4380861,0.7859979867935181,1085,20,4.6754866,-0.051654316,40960,37.94207950999953,40960,0.20047703
0.019185843,0.26547852,1000.0,-342.50920225581393,0.7588805854320526,1067,21,4.544453,-0.051436447,43008,39.861869538000974,43008,0.25288948
0.01840176,0.27001953,1000.0,-334.1736032222222,0.8173909783363342,1096,22,4.4117174,-0.052267395,45056,41.73029748800036,45056,0.26067084
0.017691795,0.26069337,1000.0,-325.0597716808511,0.8077645897865295,1092,23,4.2961364,-0.048438884,47104,43.60502404500039,47104,0.20720907
0.016044432,0.2355957,1000.0,-317.22436383673465,0.7913932204246521,1096,24,4.172462,-0.047708042,49152,45.47336806699968,49152,0.33353686
0.021363024,0.30668944,1000.0,-309.13751303921566,0.7940919995307922,1096,25,4.050794,-0.056063704,51200,47.34090201099934,51200,0.19054486
0.019133989,0.2805664,1000.0,-299.9226600754717,0.8046151548624039,1081,26,3.9445224,-0.052049764,53248,49.23415634900084,53248,0.23569568
0.019252341,0.2730957,1000.0,-290.9536020181818,0.7870328426361084,1037,27,3.8268375,-0.048806943,55296,51.20862017900072,55296,0.24957852
0.01697767,0.24960938,1000.0,-281.6992582631579,0.8287838846445084,1075,28,3.7089405,-0.04750744,57344,53.11373783700037,57344,0.23851629
0.01787716,0.24819335,1000.0,-271.25695977966103,0.8047982305288315,1011,29,3.5785046,-0.047952794,59392,55.13868240299962,59392,0.25493005
0.017703634,0.24331054,1000.0,-261.3228026065574,0.7863162606954575,1010,30,3.4529843,-0.047385972,61440,57.166303492000225,61440,0.27624363
0.020711381,0.27749023,1000.0,-250.37014853968256,0.7865613549947739,1007,31,3.3228965,-0.051588796,63488,59.19965272400077,63488,0.2979261
0.022180233,0.29072267,1000.0,-239.83819586153845,0.7991357296705246,1012,32,3.2014241,-0.05459457,65536,61.22304285999962,65536,0.34266204
0.017858554,0.25219727,1000.0,-228.15242461194032,0.6952848434448242,1014,33,3.089086,-0.04622762,67584,63.242796222000834,67584,0.5162098
0.020617794,0.2784668,1000.0,-217.4047164347826,0.7448906898498535,1038,34,2.9648802,-0.049251862,69632,65.21504332800032,69632,0.4925685
0.02129053,0.29160157,1000.0,-205.22425294366198,0.7506404370069504,1040,35,2.853994,-0.05042581,71680,67.18320935799966,71680,0.7050935
0.019357707,0.2688965,1000.0,-192.89681299999998,0.6437327265739441,1030,36,2.7459512,-0.050127447,73728,69.17059933699966,73728,0.8936585
0.021185394,0.2939453,1000.0,-180.39594205333333,0.701952189207077,1039,37,2.6441798,-0.051340442,75776,71.14173569900049,75776,1.2319229
0.023718145,0.3041504,1000.0,-166.54664620779218,0.6556057631969452,1031,38,2.5449727,-0.05091055,77824,73.12777231700056,77824,1.3754996
0.020476254,0.27661133,1000.0,-152.84146967088606,0.6422676146030426,1035,39,2.4465513,-0.047145344,79872,75.10581054700015,79872,2.0999484
0.019754458,0.27382812,1000.0,-140.1659332839506,0.5797614455223083,1032,40,2.3404555,-0.04703128,81920,77.08941305799999,81920,2.255591
0.021778768,0.29106444,1000.0,-126.69078395180723,0.4567328095436096,1027,41,2.2504299,-0.047310583,83968,79.08275012299964,83968,3.880193
0.022301208,0.28320312,1000.0,-105.12087322093024,0.5010070502758026,1013,42,2.1611261,-0.042701,86016,81.10451537100016,86016,4.498723
0.020635739,0.26987305,1000.0,-92.75177435227273,0.5274825692176819,1038,43,2.0959013,-0.038372196,88064,83.07763915199939,88064,6.0245557
0.019994264,0.27407226,1000.0,-77.69763282222222,0.4052414298057556,1037,44,2.0323355,-0.039175093,90112,85.05234185600057,90112,9.425789
0.021435013,0.2803711,1000.0,-64.40050966304348,0.33884525299072266,1031,45,1.9601752,-0.045591503,92160,87.03852864700093,92160,10.657625
0.021918122,0.29316407,1000.0,-51.305894946808515,0.3325924873352051,1039,46,1.8981339,-0.039961297,94208,89.0094144729992,94208,16.99719
0.02280097,0.29643553,1000.0,-37.76416842708333,0.18141013383865356,1028,47,1.8240325,-0.039939165,96256,91.00069971000084,96256,26.998056
0.022030458,0.28798828,1000.0,-24.901774418367342,0.1717659831047058,1037,48,1.772637,-0.038813606,98304,92.9752873439993,98304,44.35365
0.024961872,0.30117187,1000.0,-12.516730589999998,0.18447834253311157,1019,49,1.7325442,-0.042583935,100352,94.98417487699953,100352,44.033897
0.020153139,0.2685547,1000.0,12.47592086,0.15941405296325684,1011,50,1.6758091,-0.03168256,102400,97.0102194480005,102400,47.974438
0.018252278,0.24155274,1000.0,35.39968054,0.36246925592422485,974,51,1.6590936,-0.038437314,104448,99.11147527200046,104448,41.534477
0.023094216,0.29584962,1000.0,56.725974490000006,0.11055982112884521,935,52,1.6341165,-0.037956156,106496,101.30180724499951,106496,47.935013
0.021286098,0.28598633,1000.0,80.83223735,0.142248272895813,938,53,1.5766084,-0.03701866,108544,103.48404565599958,108544,55.46529
0.022446508,0.27124023,1000.0,102.48459143999999,0.20209097862243652,962,54,1.5312593,-0.040189292,110592,105.61220759800017,110592,48.289062
0.022508372,0.2980469,1000.0,125.73058945999999,0.09949010610580444,971,55,1.4680616,-0.036455862,112640,107.71974640799999,112640,51.93755
0.023960806,0.30073243,1000.0,147.14454213000002,0.08362770080566406,965,56,1.4089779,-0.036615077,114688,109.84165678799945,114688,56.719887
0.02222368,0.28901368,1000.0,166.26050444,0.11909401416778564,960,57,1.3557173,-0.034503184,116736,111.97498462200019,116736,56.232002
0.023563288,0.29824218,1000.0,187.97120289999995,0.07765746116638184,978,58,1.3103883,-0.035690866,118784,114.06757002400082,118784,56.98543
0.020734109,0.27387697,1000.0,207.53160665999997,0.2749067544937134,972,59,1.2806569,-0.036308162,120832,116.17469679100031,120832,50.241497
0.025688196,0.31679687,1000.0,229.00772561999997,0.0642816424369812,963,60,1.2319425,-0.038579203,122880,118.29986281799938,122880,65.50695
0.023484867,0.3013672,1000.0,250.02810922,0.10162854194641113,977,61,1.1750433,-0.03531485,124928,120.39533724600005,124928,63.73655
0.025678331,0.32441407,1000.0,273.02898073,0.06146723031997681,969,62,1.1266706,-0.03877785,126976,122.5093104030002,126976,66.33786
0.022700405,0.290625,1000.0,306.37940059000005,0.11566394567489624,965,63,1.0831338,-0.03473804,129024,124.63022099500085,129024,67.35095
0.024627518,0.30932617,1000.0,328.12517498,0.06798553466796875,952,64,1.0392587,-0.03423999,131072,126.78048253700035,131072,68.26589
0.024851667,0.30546874,1000.0,350.98880262,0.055726051330566406,978,65,0.99636495,-0.03537142,133120,128.87425035100023,133120,77.82326
0.026346292,0.3236328,1000.0,372.65437345,0.03256469964981079,948,66,0.9579073,-0.034825027,135168,131.0342713200007,135168,68.38651
0.024044078,0.2965332,1000.0,393.96710241,0.1867598295211792,962,67,0.9227265,-0.03832794,137216,133.16354299399973,137216,74.116714
0.025912251,0.31352538,1000.0,415.40555700000004,0.06506603956222534,957,68,0.86617935,-0.03635453,139264,135.30320147100065,139264,75.63223
0.023687188,0.28251952,1000.0,436.10231623,0.2418401837348938,974,69,0.8301489,-0.03910564,141312,137.40550657899985,141312,69.60396
0.023530614,0.30947265,1000.0,455.60303914,0.0562174916267395,972,70,0.8054679,-0.033306908,143360,139.5123617829995,143360,74.73204
0.025894508,0.31401366,1000.0,476.53036693999996,0.04125779867172241,969,71,0.8065423,-0.02836987,145408,141.62610908699935,145408,78.30055
0.026637634,0.31884766,1000.0,497.1931324299999,0.03682684898376465,966,72,0.78773326,-0.031486955,147456,143.74519555299958,147456,84.63674
0.027273675,0.2935547,1000.0,516.19952473,0.27484846115112305,965,73,0.7498624,-0.036899697,149504,145.8673879630005,149504,70.26286
0.024894388,0.30864257,1000.0,536.2628195,0.05453205108642578,977,74,0.7043723,-0.033979345,151552,147.9623420959997,151552,78.80562
0.020468617,0.261084,1000.0,555.61491758,0.3564903736114502,975,75,0.6949705,-0.03869555,153600,150.06141873900015,153600,71.38282
0.027585447,0.32851562,1000.0,571.40046493,0.03492695093154907,960,76,0.650806,-0.03321696,155648,152.1935793520006,155648,78.55701
0.022309689,0.28115234,1000.0,590.3366983299999,0.2877458333969116,977,77,0.6083099,-0.036187887,157696,154.29010180799924,157696,80.81593
0.027022192,0.3244629,1000.0,607.22185526,0.06029266119003296,971,78,0.60081714,-0.028924668,159744,156.3993251110005,159744,81.44913
0.027523234,0.33237305,1000.0,625.4338701199999,0.023707687854766846,979,79,0.5927396,-0.030920764,161792,158.49041058799958,161792,85.80455
0.02579986,0.31352538,1000.0,642.3337850799999,0.23264402151107788,976,80,0.5793783,-0.03318552,163840,160.5875486820005,163840,86.82919
0.027480643,0.34155273,1000.0,659.3185330699998,0.020867884159088135,977,81,0.5746862,-0.032469995,165888,162.68299119599942,165888,83.55709
0.025059218,0.29819337,1000.0,673.5639897899999,0.3478155732154846,976,82,0.5750226,-0.039582845,167936,164.78121599900078,167936,73.39445
0.028032377,0.33779296,1000.0,688.60730679,0.12813693284988403,974,83,0.567777,-0.033182178,169984,166.88276350399974,169984,77.38126
0.02029205,0.2602051,1000.0,707.55952959,0.3113711476325989,984,84,0.5644782,-0.03765917,172032,168.9625094410003,172032,73.343704
0.023012977,0.2796875,1000.0,719.7724230800002,0.32737332582473755,976,85,0.538221,-0.036328416,174080,171.0597417530007,174080,78.901306
0.03007037,0.35791016,1000.0,732.4710568300002,0.029265940189361572,959,86,0.5050341,-0.03210162,176128,173.1936673199998,176128,83.61725
0.022300072,0.28950197,1000.0,742.742848,0.3680020570755005,976,87,0.50262135,-0.03694837,178176,175.29215537799973,178176,74.31126
0.029318642,0.34174806,1000.0,752.8532975400001,0.271847665309906,976,88,0.48793164,-0.03991504,180224,177.3903029459998,180224,83.58152
0.026025131,0.3244629,1000.0,763.79354859,0.03294479846954346,976,89,0.45594802,-0.02970601,182272,179.4891454539993,182272,79.197235
0.023287764,0.2836426,1000.0,771.9753903599999,0.40535998344421387,973,90,0.42596322,-0.04059894,184320,181.59383294500003,184320,68.05244
0.020524662,0.2566406,1000.0,775.8784417799997,0.4221321940422058,967,91,0.4139053,-0.03922935,186368,183.71084965999944,186368,68.97515
0.026407951,0.3133789,1000.0,783.9306381399999,0.4215015769004822,977,92,0.416094,-0.036102578,188416,185.80666113699954,188416,70.25307
0.022527082,0.28857422,1000.0,786.5329312499998,0.4465169310569763,971,93,0.41090506,-0.039686482,190464,187.91519736900045,190464,66.48503
0.025442576,0.30527344,1000.0,793.5872319700002,0.40984785556793213,987,94,0.3925821,-0.037388485,192512,189.98870770100075,192512,71.46686
0.022708822,0.29033202,1000.0,798.31628915,0.47512495517730713,977,95,0.37830478,-0.040241268,194560,192.0853907060009,194560,63.635242
0.03300819,0.35922852,1000.0,801.3315306899999,0.34842830896377563,937,96,0.3369674,-0.03425289,196608,194.26937174500017,196608,64.29153
0.026398739,0.31308594,1000.0,807.4068791899999,0.45910972356796265,946,97,0.2965154,-0.04211357,198656,196.4341018720006,198656,59.588634
0.03461502,0.37451172,1000.0,811.3029701099997,0.2753499150276184,919,98,0.29323933,-0.031567685,200704,198.66192012300053,200704,78.03432
0.028047618,0.31967774,1000.0,818.0226509999998,0.4154396057128906,897,99,0.28402478,-0.03230603,202752,200.94320036499994,202752,82.79311
0.024096398,0.29975587,1000.0,821.3233537300001,0.4897838830947876,901,100,0.26501122,-0.042242862,204800,203.21673071999976,204800,64.84937
0.034936257,0.37822264,1000.0,827.9884015800001,0.3549104332923889,934,101,0.24507943,-0.036287032,206848,205.4090853359994,206848,75.30563
0.021840222,0.27993163,1000.0,832.66835921,0.5313172340393066,926,102,0.2306417,-0.03751249,208896,207.6206217859999,208896,60.27068
0.028687466,0.32841796,1000.0,834.74226832,0.40834683179855347,929,103,0.20895675,-0.032762833,210944,209.82503247500063,210944,78.441025
