# {"t_start": 1557707717.6497426, "env_id": "LunarLanderContinuous-v2"} 
r,l,t
-109.38259,167,2.492631
-106.897979,192,2.900225
-374.976747,83,3.053135
-646.512237,132,3.307865
-79.034113,110,3.511162
-323.193224,92,3.684428
-519.777211,84,3.839901
-210.721178,80,3.989588
-220.492744,157,4.297775
-383.460446,133,4.553741
-197.427888,132,4.8039
-175.132229,92,4.976789
-84.454048,67,5.096774
-367.697621,85,5.250813
-390.559662,200,5.687112
-319.442869,96,5.860164
-305.17189,93,6.040955
-388.443969,100,6.409087
-312.983068,140,6.683102
-79.48219,182,7.064356
-128.63471,188,7.446403
-203.368334,102,7.634232
-128.280517,114,7.842726
-303.134256,82,7.992085
-147.445983,104,8.179779
-132.169745,156,8.482771
-65.838323,104,8.678788
-286.048605,97,8.858505
-400.648626,120,9.084594
-71.353657,88,9.247071
-566.917301,127,9.477859
-443.332476,123,9.712063
-89.084656,96,9.890397
-106.931896,121,10.120793
-343.720323,137,10.495507
-409.984732,144,10.777619
-280.765348,116,10.9953
-108.528896,84,11.152137
-409.196853,97,11.330225
-308.011252,102,11.526176
-108.374642,127,11.768082
-395.137811,120,11.987372
-231.894667,125,12.222039
-12.551598,136,12.490373
-56.083296,91,12.657115
-239.213126,161,12.982739
-19.429782,82,13.132307
-247.127253,94,13.301987
-303.495314,180,13.675193
-321.211452,92,13.847102
-67.118621,85,14.00648
-173.605746,127,14.255791
-105.22866,86,14.515394
-342.561587,96,14.686544
-298.090009,107,14.890424
-260.659825,89,15.054756
-83.243567,83,15.205401
-261.197241,112,15.410143
-421.10303,77,15.553564
-361.032657,155,15.858562
-213.57069,126,16.101629
-67.700128,157,16.428317
-352.96666,85,16.586223
-488.40241,99,16.77533
-414.150161,158,17.084295
-189.023911,159,17.408726
-313.862564,190,17.808001
-296.141742,101,17.992975
-293.801619,112,18.198444
-457.02191,103,18.497633
-211.166488,101,18.689399
-499.188637,181,19.074002
-219.413318,157,19.389501
-361.450968,84,19.543618
-149.155325,116,19.769266
-73.496006,73,19.902609
-548.852211,211,20.364837
-330.801525,96,20.542839
-384.551509,93,20.714884
-284.444391,148,21.013865
-266.475708,117,21.244702
-261.019632,113,21.45808
-548.167755,134,21.724278
-456.987722,95,21.900168
-404.102239,97,22.082711
-344.402333,87,22.238618
-451.856542,103,22.42732
-350.393127,99,22.710775
-126.291394,82,22.862328
-275.524204,88,23.022796
-141.398268,107,23.224181
-349.552923,110,23.428656
-342.032427,98,23.606535
-56.850359,70,23.730016
-341.832919,97,23.904873
-185.004913,134,24.171039
-472.283722,125,24.414594
-26.186018,90,24.575308
-47.326196,74,24.70253
-483.255462,133,24.957706
-274.859012,191,25.359993
-149.09289,125,25.602477
-85.039168,122,25.828335
-125.964673,92,26.001924
-21.195998,81,26.149128
-105.506728,101,26.374207
-165.429452,138,26.755401
-565.499328,95,26.93243
-148.945511,105,27.130331
-119.223404,99,27.314603
-112.897711,104,27.511228
-424.571309,102,27.704324
-344.033338,103,27.893601
-278.008932,90,28.059096
-148.137434,117,28.273638
-79.96781,78,28.414197
-209.284188,115,28.629043
-482.24804,142,28.91614
-107.987491,89,29.083537
-119.230341,87,29.238738
-162.893658,92,29.411828
-343.852623,148,29.715304
-185.464827,128,29.969198
-193.101782,139,30.24509
-82.85724,114,30.565876
-68.048661,75,30.69945
-314.434545,137,30.961141
-611.857748,124,31.197441
-324.3177,83,31.345345
-360.163108,93,31.519309
-249.903119,97,31.701485
-334.58358,87,31.861031
-354.955649,94,32.03408
-47.878907,107,32.24201
-72.456418,104,32.433391
-119.557189,94,32.607642
-157.438026,120,32.838667
-106.248052,98,33.016693
-446.935422,101,33.206133
-223.140392,142,33.494184
-119.181107,75,33.630994
-162.089758,70,33.758263
-128.765697,123,33.993475
-500.340316,102,34.225701
-262.874191,104,34.424913
-100.905847,87,34.68863
-271.712922,63,34.79954
-262.506196,92,34.960161
-175.898025,145,35.24214
-194.530272,110,35.450322
-55.594411,85,35.618072
-509.32312,93,35.793948
-169.579905,97,35.975612
-258.668927,127,36.221577
-116.819028,108,36.417773
-250.890939,78,36.557537
-11.658717,76,36.695766
-356.211607,106,36.894116
-368.292262,123,37.144521
-228.864631,101,37.3633
-131.589465,77,37.502032
-131.434204,102,37.688309
-78.347151,150,37.983218
-438.311401,198,38.40843
-126.88041,86,38.672538
-325.924903,145,38.94752
-31.082123,79,39.087619
-437.369051,76,39.228671
-99.632888,119,39.45117
-403.282503,84,39.610378
-80.789226,88,39.771813
-103.352622,95,39.948486
-406.403732,127,40.203295
-329.676039,93,40.372572
-486.033145,117,40.601951
-250.054219,141,40.883544
-382.008445,85,41.036587
-127.574386,106,41.239304
-97.01022,146,41.5337
29.340972,1000,46.741287
-64.991811,86,46.900731
-98.627738,88,47.062941
-365.675458,75,47.200711
-102.088125,128,47.44462
-486.554838,153,47.75461
-254.646615,142,48.03674
-253.021756,203,48.488568
-181.571155,140,48.771139
-362.03463,92,48.944014
-182.422801,101,49.1329
-282.380606,95,49.315463
-442.127765,128,49.568611
-54.266867,86,49.725773
-191.14525,84,49.986436
-310.991723,94,50.158295
-150.072457,113,50.37235
-189.801238,138,50.632978
-94.040999,148,50.93817
-43.438835,73,51.070595
-87.44759,98,51.260723
-260.646867,147,51.558852
-142.715142,107,51.757241
-156.434434,158,52.087187
-304.984721,91,52.263048
-498.566621,181,52.652315
-162.336937,170,53.006484
-229.748387,119,53.240854
-42.067616,87,53.40627
1.579148,134,53.667035
-283.778077,110,53.882109
-142.829731,109,54.194129
-393.338309,130,54.447104
-334.626059,91,54.618458
-218.422438,101,54.808786
-148.480742,91,54.97429
-79.224738,110,55.18696
-27.156159,74,55.320793
-287.622158,116,55.542906
-318.689,81,55.694054
-94.9344,88,55.856243
-382.378314,91,56.022827
-32.158905,147,56.316494
-253.313316,92,56.486491
-509.72466,87,56.645482
-231.316625,101,56.832112
-400.624755,95,57.011195
-328.66781,106,57.219222
-252.392924,105,57.420402
-317.745853,71,57.550915
-384.137879,104,57.749045
-68.189493,78,57.893803
-164.216239,130,58.251055
-165.845505,131,58.508726
-128.835638,114,58.71958
-548.576979,128,58.963603
-67.832443,147,59.263767
-427.423496,186,59.659279
-242.031024,99,59.840326
-366.221248,97,60.024684
-178.458566,130,60.281386
-252.346699,108,60.486891
-394.777768,76,60.627998
-96.650701,87,60.790422
-378.994205,168,61.15192
-390.322672,141,61.435624
-312.236058,134,61.700793
-105.193583,92,61.868434
-363.628884,119,62.221076
-385.191264,98,62.400796
-188.098031,120,62.644271
-305.707633,133,62.907399
-197.13273,96,63.089571
