# {"t_start": 1557819707.0901506, "env_id": "HalfCheetah-v2"} 
r,l,t
-624.979591,1000,1.541041
-560.532323,1000,2.171761
-505.746447,1000,3.446225
-589.236859,1000,4.087124
-593.244397,1000,5.276808
-633.73809,1000,5.904515
-507.694798,1000,7.113231
-507.819482,1000,7.752365
-501.266378,1000,8.942162
-401.600984,1000,9.567058
-477.152237,1000,10.772291
-408.609156,1000,11.396422
-395.066245,1000,12.593481
-382.553117,1000,13.226675
-374.791158,1000,14.429546
-479.020564,1000,15.064579
-381.059965,1000,16.277984
-273.095908,1000,16.90404
-394.278464,1000,18.110529
-426.684655,1000,18.737889
-158.850547,1000,19.94541
-287.616453,1000,20.564076
-291.402797,1000,21.760003
-322.214189,1000,22.395633
-336.03698,1000,23.583788
-337.739113,1000,24.222596
-293.869431,1000,25.436724
-319.531576,1000,26.098685
-227.214682,1000,27.327735
-250.03662,1000,27.995831
-174.080104,1000,29.182113
-250.244234,1000,30.033813
-149.216097,1000,31.427307
-155.047757,1000,32.058615
-144.98283,1000,33.227595
-280.628899,1000,33.85461
-265.838767,1000,35.016024
-105.955372,1000,35.652591
-288.76892,1000,36.818182
-256.505186,1000,37.472166
-267.302705,1000,38.651721
-267.579496,1000,39.317861
-207.727405,1000,39.954888
-207.190457,1000,41.161985
-195.645841,1000,41.840122
-192.377474,1000,43.049901
-227.852685,1000,43.684492
-156.21108,1000,44.901533
-156.694787,1000,45.595101
-119.937034,1000,46.882617
-150.2612,1000,47.57486
-136.325444,1000,48.873035
-142.672608,1000,49.641232
-151.252292,1000,50.964106
-125.834038,1000,51.65691
-135.5363,1000,52.947706
-102.139621,1000,53.620916
-152.308121,1000,54.902623
-103.37679,1000,55.578203
-68.368323,1000,56.838323
-107.275493,1000,57.528663
-75.602408,1000,58.815315
-67.304934,1000,59.476965
-44.351415,1000,60.755708
-79.370898,1000,61.430498
-38.663599,1000,62.715367
-23.511078,1000,63.386251
-25.285865,1000,64.657068
12.971447,1000,65.334669
-0.745782,1000,66.621872
4.012088,1000,67.286138
-21.157144,1000,68.547113
-5.691853,1000,69.218408
-8.342311,1000,70.484137
55.000054,1000,71.162293
75.166662,1000,72.441484
87.7281,1000,73.103177
115.55143,1000,74.394667
141.033828,1000,75.06436
130.739987,1000,76.35062
208.704291,1000,77.005129
223.201651,1000,78.286745
208.122428,1000,78.942973
231.228861,1000,80.226724
169.067979,1000,80.900196
242.144659,1000,81.585888
267.76375,1000,82.841894
288.790192,1000,83.529706
336.531401,1000,84.782008
314.147629,1000,85.488868
326.365196,1000,86.747303
373.401716,1000,87.443181
436.303924,1000,88.695312
391.042018,1000,89.379545
396.706954,1000,90.654865
416.074617,1000,91.334878
450.59349,1000,92.583578
487.483046,1000,93.253423
479.862734,1000,94.513128
470.78296,1000,95.193386
492.518626,1000,96.449363
487.666478,1000,97.118012
485.034874,1000,98.378094
480.810522,1000,99.053264
561.070603,1000,100.330502
580.502799,1000,100.991132
582.065332,1000,102.268375
583.33039,1000,102.934576
550.85043,1000,104.218141
586.586472,1000,104.913315
614.48252,1000,106.233482
609.771543,1000,106.902151
631.945156,1000,108.227417
669.828479,1000,108.907885
663.142331,1000,110.327433
639.196109,1000,111.08271
656.135501,1000,112.465509
673.959743,1000,113.197567
653.100168,1000,114.572009
665.597623,1000,115.306201
716.381489,1000,116.641593
719.958468,1000,117.364544
688.324374,1000,118.710403
706.547816,1000,119.43173
671.414647,1000,120.743818
737.966492,1000,121.472518
637.392287,1000,122.859712
763.53435,1000,123.592088
700.795659,1000,124.312176
647.190197,1000,125.687199
733.068872,1000,126.4442
775.707996,1000,127.914422
693.248786,1000,128.669297
729.778107,1000,130.179962
693.41544,1000,130.935142
760.37271,1000,132.377981
731.566434,1000,133.102004
767.30349,1000,134.509592
768.194736,1000,135.239322
717.196924,1000,136.638518
708.935542,1000,137.380935
743.894191,1000,138.791206
791.863666,1000,139.549847
851.637807,1000,140.954042
782.328677,1000,141.686302
828.476405,1000,143.090745
592.92003,1000,143.826333
749.628883,1000,145.223154
681.61935,1000,145.987395
816.099868,1000,147.428994
859.915716,1000,148.190726
816.601981,1000,149.711721
816.143046,1000,150.496009
693.214301,1000,152.036243
826.628562,1000,152.807125
793.604867,1000,154.333415
817.024949,1000,155.154383
802.115971,1000,156.622897
841.605493,1000,157.414077
833.901574,1000,158.839435
878.092476,1000,159.643229
893.757912,1000,161.068906
848.113316,1000,161.860127
869.401057,1000,163.291831
837.091753,1000,164.089477
896.760657,1000,165.536018
886.977463,1000,166.334919
837.123705,1000,167.792594
883.393898,1000,168.571533
878.932679,1000,169.987735
888.391449,1000,170.775202
890.125543,1000,171.531631
858.131559,1000,172.981589
891.991732,1000,173.738689
915.087239,1000,175.217758
911.061318,1000,175.982606
884.019587,1000,177.447738
866.057096,1000,178.223763
860.69247,1000,179.711336
871.70415,1000,180.475738
854.74641,1000,181.958471
899.196865,1000,182.723581
881.312266,1000,184.179841
885.354783,1000,184.942193
908.405092,1000,186.404066
875.551171,1000,187.175432
