# {"t_start": 1557706625.4567513, "env_id": "LunarLanderContinuous-v2"} 
r,l,t
-305.520515,148,2.261269
-420.606953,106,2.43579
-304.239657,80,2.569357
-279.296299,128,2.791334
-111.327616,89,2.939641
-286.019951,116,3.14598
-98.256401,141,3.399198
-298.058123,86,3.543565
-328.502004,118,3.753901
-371.457619,84,3.897263
-457.580268,95,4.061674
-391.936709,136,4.31145
-370.239498,91,4.462599
-425.028338,88,4.601342
-603.666053,118,4.802485
-404.807313,82,4.930167
-96.165363,200,5.323264
-120.996205,134,5.564919
-356.705851,85,5.906756
-161.609962,103,6.080822
-412.298569,93,6.237619
-291.119266,84,6.37209
-206.379159,178,6.704686
-376.822197,91,6.857858
-340.541287,133,7.093463
-87.655651,104,7.272954
-85.184468,141,7.520893
-39.3136,86,7.665755
-333.615094,107,7.851302
-84.900362,72,7.967619
-152.937042,157,8.253981
-159.521796,97,8.416286
-277.836672,123,8.638629
-322.427679,201,9.06087
-419.477539,104,9.239174
-269.495996,115,9.522096
51.169605,84,9.667321
-468.949305,122,9.878716
-63.693652,78,10.007642
-255.820485,80,10.139925
-477.560834,96,10.305008
-210.748624,113,10.496189
-531.635936,111,10.688091
-381.662254,89,10.836179
-75.431181,78,10.964829
-157.043643,105,11.131879
-124.343916,128,11.354084
-341.285342,106,11.53424
-170.991415,139,11.789271
-325.653451,114,11.987265
-399.771594,100,12.152628
-525.109978,124,12.36724
-290.81839,88,12.512279
-220.242823,99,12.677844
-150.483583,83,12.819789
-26.805177,180,13.250282
-315.784472,119,13.45726
-294.452233,149,13.718793
-47.579729,114,13.911347
-209.677882,146,14.180061
-316.469065,165,14.481663
-86.799385,77,14.606955
23.621588,109,14.793612
-202.177126,103,14.961027
-301.113528,106,15.13553
-303.61645,77,15.255775
-72.583046,121,15.462004
-286.834699,109,15.646034
-353.643258,99,15.811024
-382.009439,178,16.144001
-213.771215,125,16.353875
-236.183358,101,16.521837
-143.148158,88,16.758956
-66.62951,108,16.932289
-207.683752,109,17.115165
-22.988879,78,17.244713
-221.146503,667,19.590275
-405.024696,119,19.79154
-319.484335,78,19.914602
-169.359625,139,20.160648
-205.228023,83,20.298003
-202.660885,119,20.491272
-59.958254,90,20.640186
-135.106713,127,20.858379
-379.856223,136,21.093262
-128.349028,75,21.214231
-250.614444,98,21.482316
-77.957773,78,21.613806
-140.236432,117,21.812289
-129.301777,111,22.007372
-43.677725,71,22.118507
-170.275622,115,22.323071
-128.6914,83,22.462917
-264.417184,83,22.600506
-292.724424,76,22.722874
-92.4226,114,22.920639
-73.113518,102,23.091403
-77.590697,89,23.24157
-331.340835,93,23.397852
-302.071952,87,23.552041
-109.325895,108,23.731663
-229.754458,125,23.965029
-115.38209,92,24.117573
-293.903066,95,24.278574
-244.117724,189,24.644112
-297.487724,107,24.827757
-115.714726,103,25.001053
-350.331661,141,25.362209
-369.457561,131,25.598529
-82.240098,79,25.72833
-32.166748,95,25.896044
-421.595121,110,26.082515
-95.632014,83,26.224644
-343.331931,136,26.462408
-59.842785,129,26.689686
-56.919068,123,26.904489
-363.369153,90,27.048889
-302.001149,97,27.211517
-23.304127,96,27.373979
-104.896371,85,27.510354
-96.846944,92,27.663622
-206.329148,125,27.881089
-82.309235,105,28.058141
-190.719753,203,28.471055
-142.851564,125,28.692729
-248.720835,145,29.04218
-60.304116,111,29.232951
-120.512846,149,29.502978
-67.876325,86,29.648399
-83.580521,71,29.768106
-85.342718,93,29.925352
-344.457363,116,30.115028
-240.487493,120,30.333386
-71.023978,76,30.455289
-316.23422,156,30.741473
-193.206322,147,31.006292
-42.409611,96,31.173264
-75.276836,67,31.280751
-120.63827,123,31.495016
-179.681227,120,31.699369
-194.955088,147,31.967028
-101.676763,91,32.122075
-184.090349,122,32.346246
-354.385731,133,32.679961
-85.549856,73,32.797928
-315.832301,131,33.031629
-310.479394,139,33.286099
-126.64728,183,33.63589
-79.943812,73,33.753562
-346.433436,98,33.922704
-41.217207,89,34.069113
-160.851317,100,34.23568
-167.406123,106,34.417802
-176.069,131,34.655268
-186.187337,122,34.875086
-212.581437,105,35.054234
-231.76454,104,35.230593
-182.625217,115,35.427675
-107.431769,117,35.628902
-48.137083,78,35.754169
-376.993488,144,36.025895
-238.316344,158,36.411459
-67.728554,98,36.585176
-60.844424,141,36.832204
-226.820804,95,36.99204
-26.97445,106,37.172556
-328.91013,108,37.358701
-102.424594,91,37.512621
-96.437272,92,37.668945
-278.335945,137,37.913659
-258.319726,77,38.043488
-301.744609,91,38.198984
-253.031542,88,38.352974
-357.20225,190,38.729168
-272.629758,124,38.953381
-289.243278,163,39.257779
-286.388623,116,39.454503
-121.377962,88,39.599519
-195.484307,113,39.800453
-67.671798,76,40.029075
-189.287436,98,40.197262
-78.126619,126,40.421156
-57.142353,97,40.589442
-322.67417,103,40.763208
-141.264321,130,40.996773
-308.636083,175,41.333464
-316.043936,107,41.515835
-127.595919,121,41.725773
-169.358401,103,41.896619
-80.821976,157,42.179507
-563.238757,151,42.451595
-246.920589,158,42.749999
-81.912274,86,42.892074
-175.271634,120,43.108336
-82.310929,140,43.35857
-103.734187,73,43.479755
-230.239125,95,43.732907
-293.655895,86,43.871823
-278.270385,169,44.193048
-155.87607,99,44.368739
-231.564557,115,44.570399
-20.475842,132,44.81576
-80.83692,153,45.106263
-275.464126,119,45.309595
-407.018136,84,45.451502
-365.901679,96,45.616411
-413.418102,136,45.857653
-310.363,95,46.020019
-403.397118,131,46.256062
-33.778278,84,46.398794
-34.518211,85,46.537266
-241.811451,178,46.881706
-387.173652,100,47.055496
-198.885464,123,47.375669
-313.001286,188,47.74823
-74.167282,96,47.913473
-158.385376,155,48.20072
-100.035357,129,48.438776
-86.160401,156,48.732965
-340.290055,235,49.226792
-370.183486,97,49.393579
-206.198233,94,49.561142
-200.896672,140,49.819064
-136.305562,129,50.051121
-303.400852,97,50.21998
-254.411504,158,50.513769
-286.691422,179,50.869425
-237.146147,285,51.68312
-312.184896,135,51.925689
-447.968426,90,52.082496
16.509613,99,52.24735
-467.049829,114,52.448313
-281.528031,114,52.650244
-228.369503,85,52.794775
-38.20839,132,53.030134
-265.257097,171,53.363028
-102.979886,121,53.579728
-521.054216,145,53.842964
-25.39361,119,54.069324
-157.371692,129,54.311678
-321.940935,105,54.499584
-340.44643,160,54.795041
-165.347822,145,55.054862
-145.122324,130,55.386423
-348.60947,137,55.634586
-305.918994,150,55.906047
-35.75541,141,56.162386
-133.051055,125,56.383885
-232.787254,91,56.541643
-596.942692,136,56.792682
-452.769499,104,56.9677
-490.011064,79,57.09692
-403.981002,92,57.250281
-297.145247,188,57.625
-242.052171,176,57.962275
-486.393942,123,58.180536
-467.43166,254,58.729119
-251.808837,160,59.027016
-298.10075,165,59.434775
-537.03296,149,59.705065
-194.90385,152,59.990249
-42.68725,102,60.167357
-138.755831,127,60.391242
-289.023649,163,60.699969
-54.41178,297,61.398502
-187.876184,91,61.557689
-72.249449,97,61.727149
-270.212682,125,61.947246
-38.068477,78,62.078686
-273.971377,251,62.617249
-9.640179,127,62.840474
-271.208264,186,63.310257
-204.77755,199,63.733455
-278.93271,94,63.896391
-468.733253,102,64.065229
-377.407809,242,64.587297
-277.285378,153,64.870264
-24.597868,131,65.102549
-256.928647,151,65.381434
-451.477458,137,65.620462
-273.198362,121,65.840121
-239.682026,160,66.147992
-350.522114,224,66.626351
-246.270488,145,66.887591
-202.022692,185,67.343831
-368.404677,92,67.506349
-396.411928,163,67.823164
-410.399081,116,68.024256
-139.437113,157,68.319334
-403.490849,140,68.571412
-208.430582,134,68.81691
-217.290765,124,69.040254
-108.667553,110,69.230569
-261.806687,93,69.384759
-387.812471,138,69.638979
-179.794779,180,69.994638
-564.618929,173,70.3131
-280.625648,83,70.452284
-279.290632,95,70.601367
-306.046067,138,70.845618
-181.721601,203,71.366489
-271.204627,92,71.522373
-234.278316,102,71.702388
-217.753597,147,71.973182
-155.589408,135,72.22075
-479.743509,162,72.517759
-314.963185,102,72.678493
-174.097058,229,73.150442
-220.949542,86,73.285008
-378.55082,138,73.514378
-354.151196,157,73.784714
-277.840565,100,73.943453
-286.193006,170,74.258821
-521.640377,127,74.464668
-292.321443,192,74.83806
-179.900175,103,75.093785
-244.170536,195,75.438773
-291.625821,87,75.569069
-185.239064,117,75.755444
-343.312916,119,75.94517
-276.934166,176,76.255144
-225.250411,323,77.060801
-193.926107,119,77.257863
-191.49513,103,77.425568
-172.617654,104,77.613799
-204.494054,93,77.766436
-277.591129,138,78.023566
-357.079711,154,78.298195
-5.410286,86,78.431954
-136.965798,171,78.83002
-315.248549,106,78.999471
-243.771318,127,79.218709
-93.565836,134,79.457833
-57.3099,103,79.638534
-534.823264,141,79.886396
-222.499836,140,80.133226
-472.142088,162,80.414288
-338.639564,109,80.59533
-301.380771,179,80.914216
-651.803476,164,81.213647
-204.004466,137,81.438129
-712.287318,186,81.795548
-447.182293,175,82.134612
-243.005628,145,82.419311
-218.78679,150,82.819859
-307.814544,125,83.062826
-61.742032,91,83.22215
-297.792317,156,83.520627
-240.375587,96,83.690205
-263.374592,110,83.889549
-276.836318,115,84.096703
-279.136365,147,84.358953
-309.243025,82,84.502251
-303.190046,122,84.721532
-291.507987,117,84.931725
-326.052019,239,85.440191
-247.709564,169,85.759482
-289.215939,92,85.901886
-358.097808,100,86.06567
-390.46705,132,86.286733
-429.965256,181,86.711558
-390.282099,154,86.975119
-47.000731,121,87.170836
0.82217,126,87.388206
-335.262957,133,87.61222
-177.321922,108,87.779353
-375.20159,143,88.015582
-440.195888,104,88.172371
-161.39492,92,88.313464
-358.105322,201,88.694586
-330.301426,221,89.117324
-405.745463,269,89.72829
8.054847,141,90.004322
-58.90224,142,90.359632
-331.873717,192,90.737779
-30.179037,132,90.972983
-95.527501,117,91.184382
-381.441641,174,91.510438
-386.524289,187,91.908139
-174.345877,139,92.164169
34.846819,109,92.36597
-113.121185,113,92.561962
-371.318078,214,93.014553
-277.181471,191,93.389174
-303.674053,126,93.626877
-351.705672,155,93.90714
-290.60997,123,94.12669
-339.310977,361,95.190041
-16.732426,148,95.454389
-527.426462,165,95.764227
-192.712713,109,95.951582
-131.244006,142,96.19839
-293.939169,96,96.360082
-425.898833,122,96.58713
-255.779459,151,96.862685
-526.839262,145,97.131126
-225.044623,133,97.380738
-173.594447,106,97.569825
-451.994031,181,97.948428
-353.851943,183,98.300443
-405.50411,88,98.558346
-325.970532,133,98.807241
-557.210218,149,99.08205
-72.798983,200,99.494969
-503.967618,183,99.853029
-366.647804,97,100.024791
-33.196556,153,100.322274
-229.567321,142,100.595617
-98.272501,111,100.791998
-392.321025,173,101.133183
-123.839224,123,101.35741
-232.810781,93,101.511271
-216.981313,129,101.755366
-264.819878,87,101.910011
-313.30497,146,102.187015
-97.631757,160,102.601281
-259.550201,131,102.848565
-342.86345,162,103.164163
-9.234828,141,103.435113
-222.836228,193,103.840028
-370.147752,100,104.023933
-405.314188,133,104.269473
-245.755672,259,104.905256
-384.481521,168,105.225661
-249.740059,234,105.734383
-442.182992,257,106.334182
-285.476432,133,106.577608
-396.885035,114,106.883161
-508.118778,138,107.144137
-361.928905,89,107.300989
-691.245702,112,107.496234
-287.217033,101,107.673977
-322.202799,89,107.831294
-16.542097,72,107.950017
-170.699003,88,108.102389
-192.491077,264,108.708058
-21.946549,119,108.926741
-203.758897,160,109.230277
-42.49536,275,109.90403
-72.900607,98,110.074554
-306.763987,134,110.314246
-371.910706,116,110.524861
-590.751221,193,111.001884
-286.116091,203,111.406787
-0.423637,170,111.736132
-371.919462,201,112.14154
-365.221062,122,112.354829
-126.011631,142,112.626657
-65.174338,102,112.807488
-199.052753,111,113.007113
-266.30346,121,113.22655
-44.273244,108,113.41519
-249.399342,218,113.885787
-545.588305,163,114.201718
-28.213572,120,114.416169
-222.751018,130,114.647799
-216.124757,210,115.187277
-33.256911,128,115.416417
-292.862509,136,115.6705
-169.641188,110,115.865245
-58.682569,94,116.027547
-58.110154,233,116.54448
-317.780403,127,116.784524
-271.896147,135,117.035374
-34.696505,101,117.214619
-57.70421,150,117.504216
-386.770692,103,117.683286
-38.956588,169,118.005916
-397.417557,134,118.25315
-442.269728,179,118.597241
-91.542642,101,118.87461
-11.008034,119,119.092203
-165.940085,150,119.371933
-257.457163,96,119.537956
-327.674335,96,119.711299
-237.30818,145,119.984362
-321.666993,145,120.250663
-317.281563,97,120.423934
-167.025599,294,121.136391
-471.90635,102,121.316549
-381.879548,154,121.619442
-507.087827,212,122.075141
2.64149,160,122.393855
-272.282463,95,122.558049
-597.671673,139,122.815933
-360.784881,93,123.077193
-296.155839,116,123.284762
-217.697429,96,123.450488
-330.870159,189,123.837671
-66.689683,111,124.04214
-339.323431,244,124.588859
-486.317661,202,125.004763
-240.694343,89,125.160516
-451.162406,131,125.404122
-456.448527,179,125.754067
-224.241439,115,125.962306
-52.20449,116,126.176613
-330.952921,123,126.401927
-5.693847,97,126.571172
-277.009173,158,126.89272
-144.537113,171,127.339115
-511.255217,241,127.883636
21.67645,104,128.064513
-226.037211,197,128.480083
-271.125569,88,128.638122
-273.897341,85,128.784815
-208.959398,146,129.05934
-295.261327,167,129.39722
-79.415727,103,129.575602
-300.052851,174,129.920463
-273.990398,112,130.125699
3.850586,100,130.303539
-288.400896,116,130.519103
-381.897177,86,130.66825
-285.674597,123,130.907928
-226.468445,104,131.189775
-263.876182,135,131.435542
29.909491,118,131.657646
-328.689334,190,132.041962
-197.987931,103,132.228255
-226.196753,93,132.395098
-141.680914,269,133.020141
-131.379949,175,133.367362
-141.828784,117,133.586504
-147.28627,244,134.15525
-281.73124,104,134.338873
-359.862197,214,134.784266
-318.744541,85,134.922682
-261.182182,103,135.117138
-259.648342,116,135.430035
-760.243347,210,135.867758
-396.914412,138,136.127008
-210.185862,270,136.768155
-317.630488,189,137.162421
-233.780173,142,137.430942
-493.25828,179,137.790181
-178.799032,156,138.10128
-436.255958,259,138.691304
-291.385392,99,138.865861
-223.586723,121,139.078406
-270.368311,88,139.22523
-530.361748,125,139.447961
-460.38791,273,140.196654
-272.68291,166,140.532137
-551.726017,165,140.849149
-543.34045,177,141.213416
-218.547958,200,141.658664
-275.42305,123,141.891762
-434.162062,101,142.074657
-168.08423,97,142.250519
29.374622,223,142.754032
-375.290541,99,142.92392
-565.148938,205,143.353316
-379.532155,161,143.677724
-260.372593,207,144.218494
-62.197825,111,144.417348
-205.838461,152,144.706124
-375.487603,82,144.841708
-483.889375,197,145.245153
-211.358535,93,145.409623
-243.626719,130,145.648378
-365.860192,172,145.977404
-162.322555,191,146.368584
-126.059243,125,146.600615
-232.793496,94,146.763129
-247.74929,139,147.026558
-237.243004,121,147.250254
-304.832431,152,147.53785
-14.638993,126,147.763729
-4.846768,214,148.324275
-71.100633,90,148.481298
-188.10028,102,148.658879
-12.401721,91,148.820207
-220.760729,108,149.017471
-70.460793,101,149.196254
-230.222696,123,149.425523
-270.087809,85,149.574793
-46.929769,116,149.788353
-71.80476,109,149.989049
-420.834866,120,150.215554
-543.64384,162,150.510868
30.829331,107,150.690336
-293.682652,94,150.845672
-269.830869,159,151.152398
-11.874529,132,151.386154
-177.684418,154,151.676314
-262.758407,104,151.945435
-256.418134,109,152.123363
-509.269158,113,152.31758
-250.438122,91,152.46382
-213.274984,112,152.660058
-369.565933,161,152.954872
-242.291964,183,153.308797
-266.569492,153,153.587694
-381.59613,184,153.935163
-246.683474,119,154.137431
-651.060862,214,154.567382
-252.259088,90,154.714329
-38.009552,104,154.894781
-249.386054,92,155.050431
-536.553373,123,155.26519
-237.121375,148,155.651229
-43.044657,137,155.915857
-235.85231,105,156.105752
-388.459645,94,156.267357
-147.843126,176,156.628581
-301.669123,120,156.844976
-490.925824,152,157.148258
-327.337492,85,157.301395
-628.309317,203,157.725383
-193.726932,111,157.930912
-292.386876,160,158.240634
-322.192483,119,158.451339
-210.320675,138,158.700373
-428.733772,192,159.089187
-200.496331,108,159.281035
-157.419263,88,159.436353
-320.740583,119,159.751288
-356.744768,111,159.94371
-203.923999,113,160.149376
-486.447815,97,160.320719
-134.042289,154,160.622377
-229.465695,177,160.976163
-214.96814,89,161.130098
-26.357578,145,161.402457
-163.266237,129,161.631273
-1.736006,106,161.819202
-316.715088,184,162.18277
-253.635392,137,162.433649
-171.35038,93,162.593872
-74.715422,144,162.865989
-323.009389,82,163.006532
-560.175974,133,163.250023
-196.452732,135,163.603109
-215.164239,143,163.868703
-215.461187,163,164.180708
-309.732543,107,164.36868
-227.124159,129,164.604319
-572.352766,157,164.906038
-272.921319,207,165.335103
-250.33754,185,165.699102
-438.301835,214,166.145749
-262.955794,89,166.302238
-214.241046,139,166.555013
-289.123788,89,166.710016
-429.146527,111,166.905729
-266.654088,211,167.358791
-161.727639,115,167.663541
-315.455364,145,167.943152
-211.200477,97,168.11675
-287.06092,115,168.32603
-1.688463,97,168.496474
-321.303435,125,168.72509
-457.653986,108,168.917122
-224.776414,89,169.072279
-308.499154,226,169.560609
-343.081625,83,169.702861
-130.121009,265,170.290931
-274.564665,162,170.606911
-402.395389,168,170.949299
-278.83996,133,171.192413
-431.290598,135,171.44857
-276.225259,184,171.915992
-487.338969,94,172.081243
-195.20797,116,172.290713
-143.090043,106,172.47996
-355.266149,162,172.794815
-358.947789,105,172.973994
-557.095066,174,173.306843
-439.61233,212,173.750569
-70.135508,97,173.913512
-45.912755,103,174.087865
-192.532262,91,174.233863
-50.444272,100,174.416746
-69.360184,135,174.676204
-40.331692,150,174.966722
-450.440747,265,175.697504
-163.669088,125,175.921538
-38.588484,140,176.180661
-323.099145,106,176.379048
-75.107319,70,176.501229
-243.113471,116,176.717559
-280.279419,111,176.921618
-227.500989,117,177.134483
-453.498419,243,177.701314
-211.204845,98,177.884442
-533.687558,112,178.095555
-275.447647,160,178.41004
-115.426404,106,178.600378
-346.375064,133,178.846803
-173.25456,259,179.435649
-388.068145,122,179.756568
-28.946611,186,180.140848
-436.375244,122,180.36285
-66.458771,72,180.484787
-349.926071,126,180.714132
-271.598588,88,180.86771
-297.311333,174,181.208684
-507.364134,293,181.92659
-346.392543,433,183.197513
-496.276723,103,183.386219
-251.655048,204,183.812364
-316.385436,171,184.158946
-299.962143,131,184.502854
-506.733762,106,184.690294
-480.064217,148,184.972205
-587.45835,176,185.317307
-526.521701,126,185.551611
-363.685551,105,185.739603
-364.069711,108,185.937531
-277.788447,182,186.300845
-193.802012,106,186.491812
-540.221893,156,186.792913
-440.581417,154,187.09591
-241.115051,142,187.363382
-375.816096,160,187.66651
-526.66779,145,187.940667
-74.894296,158,188.243556
-496.630109,141,188.61507
-49.847406,85,188.757821
-419.808125,107,188.954709
-360.641402,99,189.127382
-274.622507,106,189.323798
-293.388938,91,189.478756
-67.782467,90,189.638333
-66.737185,102,189.824125
-571.640849,109,190.016358
-429.424427,107,190.213011
-21.173436,109,190.408013
-449.999644,203,190.842794
-471.78303,136,191.095843
-399.814357,158,191.405438
-415.802972,87,191.553607
-605.012347,117,191.76513
-93.568523,150,192.057943
-276.854407,149,192.450655
-50.204351,74,192.577079
-582.560291,93,192.740365
-27.410199,76,192.868805
-149.608151,128,193.108337
-427.549121,103,193.284503
