# {"t_start": 1557819814.6682668, "env_id": "HalfCheetah-v2"} 
r,l,t
-598.974016,1000,1.711406
-627.730731,1000,2.486351
-560.435876,1000,3.951958
-637.216257,1000,4.703741
-462.311957,1000,6.03296
-557.534467,1000,6.792528
-533.322953,1000,8.134756
-526.332162,1000,8.856194
-326.290493,1000,10.172909
-408.413235,1000,10.902706
-498.59824,1000,12.228307
-504.101093,1000,12.9424
-511.67025,1000,14.253332
-602.115345,1000,14.971328
-367.212532,1000,16.357805
-309.158267,1000,17.091345
-358.485777,1000,18.452147
-343.497371,1000,19.226877
-415.857604,1000,20.700827
-401.366962,1000,21.502392
-378.148533,1000,22.961448
-220.466323,1000,23.75081
-383.728856,1000,25.160064
-317.746183,1000,25.929739
-410.012272,1000,27.314067
-375.198865,1000,28.079011
-297.494815,1000,29.449375
-341.702737,1000,30.227074
-380.445777,1000,31.635196
-315.690169,1000,32.409943
-296.777062,1000,33.797732
-348.968659,1000,34.560321
-270.057837,1000,35.957501
-306.417979,1000,36.724048
-284.78859,1000,38.128111
-272.377377,1000,38.928637
-260.884644,1000,40.384555
-250.134985,1000,41.145308
-249.75906,1000,42.663652
-126.642496,1000,43.486154
-204.140491,1000,45.014611
-201.432161,1000,45.817144
-184.749284,1000,46.654419
-187.75951,1000,48.185524
-181.604,1000,48.990339
-171.269182,1000,50.447564
-154.057484,1000,51.236985
-168.605008,1000,52.695775
-168.146552,1000,53.488806
-148.362517,1000,54.930505
-170.579584,1000,55.74116
-150.739362,1000,57.17876
-110.091211,1000,57.990673
-147.053821,1000,59.446437
-74.022888,1000,60.25852
-98.267761,1000,61.677031
-96.630442,1000,62.48271
-69.122455,1000,63.918773
-81.318945,1000,64.717556
-55.420054,1000,66.143548
-55.321552,1000,66.945538
-11.326138,1000,68.393758
-22.819985,1000,69.192296
-70.824726,1000,70.636097
-36.273882,1000,71.451612
-22.968867,1000,72.901405
-47.036726,1000,73.705555
-16.492696,1000,75.148299
22.61231,1000,75.945268
-40.899122,1000,77.382941
-0.538093,1000,78.187435
46.884401,1000,79.632005
26.79875,1000,80.431978
26.18254,1000,81.876365
47.120762,1000,82.670152
68.976698,1000,84.136871
63.950092,1000,84.916074
61.291643,1000,86.366355
5.679668,1000,87.152829
73.504037,1000,88.6075
108.338566,1000,89.392833
133.570382,1000,90.837148
123.244316,1000,91.622879
126.13459,1000,93.074903
131.12832,1000,93.849419
132.500497,1000,94.644088
180.366525,1000,96.089137
197.54901,1000,96.883194
195.020626,1000,98.305518
192.965054,1000,99.114222
210.688656,1000,100.548617
245.279044,1000,101.350651
277.9256,1000,102.776868
238.380327,1000,103.581371
338.756959,1000,105.010847
277.248124,1000,105.821038
395.145911,1000,107.276174
376.321782,1000,108.091548
400.312534,1000,109.494525
409.015989,1000,110.303469
469.528074,1000,111.740366
468.720565,1000,112.541772
539.165849,1000,113.966498
532.629431,1000,114.76719
534.855904,1000,116.165129
588.049016,1000,116.962883
567.3072,1000,118.358179
587.142337,1000,119.15788
586.817175,1000,120.580515
499.674754,1000,121.374643
440.707233,1000,122.774221
714.18301,1000,123.582555
718.106978,1000,124.971888
663.665541,1000,125.766034
622.141717,1000,127.18507
731.681352,1000,127.978001
706.021986,1000,129.371125
728.48508,1000,130.166034
711.876649,1000,131.595799
784.032856,1000,132.382401
810.306433,1000,133.797222
487.550699,1000,134.581023
790.751272,1000,136.022881
790.94194,1000,136.797427
825.501209,1000,138.208718
842.136905,1000,138.977107
222.143579,1000,140.407945
799.586104,1000,141.179352
687.543195,1000,141.963829
879.153351,1000,143.38501
629.052449,1000,144.167875
791.748673,1000,145.558566
861.305064,1000,146.357593
876.938644,1000,147.762547
312.133279,1000,148.554689
914.475055,1000,149.969308
612.411246,1000,150.764238
875.948592,1000,152.182204
732.960595,1000,152.969342
870.843553,1000,154.380396
921.998563,1000,155.188541
939.22513,1000,156.594985
700.330524,1000,157.386814
938.560116,1000,158.808344
973.519191,1000,159.608328
640.268041,1000,161.005013
57.924682,1000,161.815093
582.653271,1000,163.228082
991.85269,1000,164.020534
777.210384,1000,165.41775
992.466904,1000,166.204773
944.136297,1000,167.619395
640.405202,1000,168.401321
713.483467,1000,169.813381
881.900459,1000,170.592961
981.402102,1000,172.010931
923.949418,1000,172.787316
830.172051,1000,174.210238
951.061618,1000,174.996244
663.487028,1000,176.442813
498.010489,1000,177.212096
-47.209437,1000,178.646045
610.991557,1000,179.416874
234.654185,1000,180.844611
1035.148536,1000,181.617084
330.90985,1000,183.090595
-73.424341,1000,183.883713
1015.03046,1000,185.320973
1013.034696,1000,186.089415
963.417168,1000,187.538857
1002.515645,1000,188.311089
1024.665058,1000,189.083826
786.389373,1000,190.497938
585.487889,1000,191.292313
1063.625326,1000,192.705386
1064.80639,1000,193.482587
1028.58824,1000,194.897765
1016.318503,1000,195.691789
1030.186837,1000,197.109221
-30.028577,1000,197.902254
1009.55085,1000,199.321234
992.274407,1000,200.111778
1011.804354,1000,201.517654
1065.835066,1000,202.332266
1040.469391,1000,203.785594
-15.254762,1000,204.583249
-56.719041,1000,206.071582
-34.970793,1000,206.868204
-62.146444,1000,208.290676
-34.620228,1000,209.075739
-43.304413,1000,210.49687
-60.663034,1000,211.292733
-93.490177,1000,212.756103
-87.697576,1000,213.588624
-98.167789,1000,215.073604
-92.563968,1000,215.882738
-97.30499,1000,217.394909
-135.293329,1000,218.240538
-113.631533,1000,219.854936
-133.441741,1000,220.719378
885.984562,1000,222.245085
926.48869,1000,223.090696
-129.686829,1000,224.625382
-126.183388,1000,225.445363
923.657699,1000,226.94243
971.450213,1000,227.750026
977.159964,1000,229.217603
-99.555858,1000,230.03397
966.501326,1000,231.526233
897.628608,1000,232.362899
958.005899,1000,233.887608
-111.571411,1000,234.731361
929.613981,1000,236.354631
-111.023976,1000,237.182381
-123.117849,1000,238.08777
-64.692668,1000,239.759361
950.923931,1000,240.60939
-79.74727,1000,242.212061
-70.967998,1000,243.065029
-29.711339,1000,244.595349
-63.743941,1000,245.440735
23.075866,1000,246.998273
-10.661818,1000,247.854773
975.416422,1000,249.370133
41.334541,1000,250.239226
937.986666,1000,251.849077
31.252758,1000,252.705296
36.734624,1000,254.373279
41.669862,1000,255.270554
47.049889,1000,256.93536
73.732725,1000,257.826591
83.845974,1000,259.510926
97.604406,1000,260.405669
62.738984,1000,261.987032
108.563174,1000,262.847657
118.96054,1000,264.426986
97.725828,1000,265.273154
898.494122,1000,266.841316
437.746691,1000,267.684568
107.723059,1000,269.241874
120.784179,1000,270.090487
136.000955,1000,271.666228
918.730303,1000,272.516638
756.982125,1000,274.090113
873.179103,1000,274.933079
663.86911,1000,276.581006
124.685383,1000,277.438777
105.149006,1000,279.058445
574.811654,1000,279.96978
102.324878,1000,281.621488
466.781704,1000,282.520558
122.281506,1000,284.20664
209.159238,1000,285.068203
92.13733,1000,286.746636
393.236458,1000,287.616805
913.702795,1000,288.484668
903.299887,1000,290.063324
909.245798,1000,290.933606
882.941362,1000,292.552467
805.280206,1000,293.453354
892.437475,1000,295.099882
648.847873,1000,295.987281
957.174018,1000,297.684304
749.493989,1000,298.597147
116.455797,1000,300.378551
139.60538,1000,301.27226
85.909531,1000,302.972433
680.067186,1000,303.898626
877.505147,1000,305.551933
766.336776,1000,306.449101
955.500558,1000,308.11131
350.953398,1000,308.998683
862.232228,1000,310.680614
703.973766,1000,311.572569
793.819664,1000,313.218616
853.852128,1000,314.100078
900.36341,1000,315.787511
832.44914,1000,316.668883
954.723637,1000,318.366063
888.349912,1000,319.300644
964.042757,1000,321.024625
816.752811,1000,321.907777
958.226663,1000,323.691287
1002.741208,1000,324.560961
747.908645,1000,326.354618
975.207826,1000,327.224913
975.235316,1000,328.967439
950.325982,1000,329.831764
1001.58787,1000,331.60358
952.994154,1000,332.489093
921.620555,1000,334.228796
983.435832,1000,335.097241
1003.835872,1000,336.883219
1036.686531,1000,337.745493
822.617495,1000,339.521429
992.562902,1000,340.381795
1020.776701,1000,342.126596
992.056867,1000,342.980499
980.864705,1000,343.867401
851.460238,1000,345.583266
988.480297,1000,346.455576
1009.726342,1000,348.187678
999.926108,1000,349.082204
1013.321891,1000,350.813589
978.593939,1000,351.692441
1047.629541,1000,353.444337
887.520959,1000,354.324016
965.702079,1000,356.076391
727.935041,1000,356.945296
929.600046,1000,358.719052
803.588861,1000,359.589607
983.291904,1000,361.339829
1043.473934,1000,362.215603
985.557726,1000,363.993343
862.858389,1000,364.864305
979.704673,1000,366.63523
987.384275,1000,367.509361
910.113144,1000,369.260716
960.741308,1000,370.116724
1015.887362,1000,371.894551
951.38127,1000,372.764952
1010.184774,1000,374.530782
799.29218,1000,375.393388
918.091154,1000,377.146035
934.321651,1000,377.998899
1012.042067,1000,379.765553
501.563319,1000,380.609985
992.528844,1000,382.36303
1013.007281,1000,383.21314
1002.63246,1000,384.990454
1014.881953,1000,385.844984
1021.297909,1000,387.638119
1051.451775,1000,388.49517
1057.896639,1000,390.305067
1018.192204,1000,391.154949
1048.704063,1000,392.946825
1016.614612,1000,393.805833
1019.407775,1000,395.564955
1071.199531,1000,396.43143
1005.145902,1000,398.186461
999.094308,1000,399.052158
981.697779,1000,399.921168
908.91629,1000,401.678884
873.585787,1000,402.548271
1025.231248,1000,404.300939
996.275073,1000,405.166734
912.976502,1000,406.927321
933.132505,1000,407.80517
1011.639646,1000,409.537382
933.256158,1000,410.413626
865.497936,1000,412.177862
711.257889,1000,413.04785
887.597712,1000,414.790995
993.24429,1000,415.663754
917.369982,1000,417.405251
1007.358532,1000,418.267686
888.004884,1000,420.050009
782.275452,1000,420.93171
864.279234,1000,422.692724
811.673806,1000,423.568376
672.48126,1000,425.331616
495.157424,1000,426.210216
878.166535,1000,427.967063
878.175368,1000,428.839088
893.20648,1000,430.581861
843.830025,1000,431.448996
888.618115,1000,433.218307
934.937163,1000,434.081514
927.517696,1000,435.837878
870.421722,1000,436.706456
845.79651,1000,438.419096
714.349903,1000,439.286896
860.891619,1000,440.970042
853.579634,1000,441.85289
934.511992,1000,443.578829
868.395955,1000,444.447932
797.484229,1000,446.186481
