eplenmean,eprewmean,fps,loss/approxkl,loss/clipfrac,loss/policy_entropy,loss/policy_loss,loss/value_loss,misc/explained_variance,misc/nupdates,misc/serial_timesteps,misc/time_elapsed,misc/total_timesteps
117.3529411764706,-290.95727676470585,447,0.00019475399,0.0,2.8388433,-0.0013741713,5802.9985,-0.0020755529403686523,1,2048,4.5718440240002565,2048
102.44,-191.00412336000002,506,9.689016e-05,0.0,2.8431265,-0.000850957,3089.6787,-0.014221429824829102,10,20480,40.97856549500011,20480
107.36,-181.79297079,478,0.0002141201,0.0,2.841544,-1.5178113e-05,2939.3271,-0.0253756046295166,20,40960,82.54808380700024,40960
94.47,-213.80107784000003,468,0.00030368668,0.0,2.8265727,-0.0014569017,4263.5996,-0.0009504556655883789,30,61440,126.35061011400012,61440
95.89,-193.39657958,454,0.00020696182,0.0,2.817032,-9.772397e-06,3313.378,-0.00782787799835205,40,81920,170.01877121000007,81920
96.99,-220.87373969000004,417,2.4451712e-05,0.0,2.8078246,0.00011927725,3393.5002,-0.00217282772064209,50,102400,217.3723081590001,102400
108.01,-211.41929915999998,388,0.0030953097,0.025024414,2.7993956,-0.0013964064,2964.9543,0.00040668249130249023,60,122880,270.1097850430001,122880
98.89,-198.88320100000004,384,4.8974243e-06,0.0,2.8000429,-3.95815e-05,3023.4807,-0.006214261054992676,70,143360,323.8486179900001,143360
107.76,-226.80687964,371,0.00042980237,0.0,2.798644,0.00022892511,3588.5627,1.3709068298339844e-05,80,163840,378.054277618,163840
101.31,-193.80030650999998,260,0.002529842,0.014160156,2.7996182,0.0003243937,1819.4028,0.019291281700134277,90,184320,434.0773165390001,184320
93.74,-217.88408397999996,382,0.006438677,0.09289551,2.7965279,4.5345456e-05,2432.1965,-0.00664973258972168,100,204800,488.33771520300024,204800
90.98,-198.10965622,383,6.951357e-05,0.0,2.7912889,-0.00015641809,2494.3481,-0.0010923147201538086,110,225280,545.373089098,225280
90.51,-179.24795612999998,386,8.125028e-05,0.0,2.7898781,-0.0001788295,2118.5156,-0.00017130374908447266,120,245760,598.8378603720003,245760
85.48,-161.84733127,387,5.0266135e-05,0.0,2.7898362,0.000100568315,1437.9996,7.975101470947266e-05,130,266240,651.2571924070003,266240
83.61,-181.58827494999997,392,2.0721953e-05,0.0,2.7862842,1.9856961e-05,1270.0935,2.4259090423583984e-05,140,286720,703.2563152860002,286720
76.46,-165.35349015000003,397,3.133195e-05,0.0,2.7867038,-0.0003459355,1247.67,-0.0011240243911743164,150,307200,754.4796398020003,307200
80.15,-169.49981000999998,390,0.000115218645,0.0,2.781297,0.00023699181,1002.91815,0.000933229923248291,160,327680,805.9463283489999,327680
85.6,-182.27071496999994,390,4.690818e-05,0.0,2.782459,0.00013266361,3353.4744,-0.0009590387344360352,170,348160,858.4801835030003,348160
87.64,-170.21618865999997,397,1.3720427e-05,0.0,2.7835016,-8.226084e-05,741.3504,-5.626678466796875e-05,180,368640,911.008309198,368640
83.48,-171.18572292000002,390,3.924696e-05,0.0,2.7855837,-0.00016148879,1655.6168,-3.790855407714844e-05,190,389120,963.1255800670001,389120
81.62,-142.28056006999998,389,2.101357e-05,0.0,2.7864919,-0.00012917127,625.1806,-0.00011515617370605469,200,409600,1015.289689016,409600
