eplenmean,eprewmean,fps,loss/approxkl,loss/clipfrac,loss/policy_entropy,loss/policy_loss,loss/value_loss,misc/explained_variance,misc/nupdates,misc/serial_timesteps,misc/time_elapsed,misc/total_timesteps
110.61111111111111,-269.2967331111111,620,7.767224e-05,0.0,2.836026,-0.0014524572,5402.947,-0.0004367828369140625,1,2048,3.3032024589999764,2048
107.88,-175.76680244,722,0.0027739515,0.018798828,2.8228226,-0.00084058126,2663.8518,-0.0024508237838745117,10,20480,30.10361804199988,20480
100.6,-162.43970828,685,0.0010110815,0.00012207031,2.797823,-0.0006618257,3018.011,-0.007798552513122559,20,40960,61.87129082399997,40960
96.8,-174.92639737,696,0.0014229852,0.005004883,2.7955303,-0.0005769485,2881.5222,-0.01842808723449707,30,61440,90.65678594699989,61440
104.38,-192.66524074,627,0.0039181854,0.036010742,2.7917316,-0.00057134614,2713.0464,4.2319297790527344e-05,40,81920,121.86985914499996,81920
97.97,-197.53092551,452,0.0019043538,0.007446289,2.7862272,-5.8129837e-05,1740.1909,0.02907419204711914,50,102400,154.76182136199986,102400
96.49,-206.03315006999998,667,0.001287711,0.001953125,2.7880623,-0.000488668,2263.6157,0.00011557340621948242,60,122880,187.2462109789999,122880
94.25,-199.78420252999996,627,0.00021485653,0.00012207031,2.7889347,-0.00023341994,4601.6416,-0.0007178783416748047,70,143360,219.07282118099988,143360
87.75,-179.86984624999997,662,0.007520171,0.107788086,2.7872815,0.0018974564,1414.3314,-0.0010973215103149414,80,163840,251.24708520599984,163840
91.72,-176.99784835999995,641,0.00040270734,0.0,2.788722,0.0012202035,2391.953,-0.003720879554748535,90,184320,282.61858534,184320
103.27,-194.63899155,629,5.7421294e-05,0.0,2.790593,-0.00035060907,3340.6255,-0.002105236053466797,100,204800,317.6562375169999,204800
88.92,-172.36684692,659,0.0005781435,0.00012207031,2.7851603,-0.0012285865,2915.4192,-0.0013314485549926758,110,225280,349.339344706,225280
100.91,-189.0666202,631,0.0027433566,0.018066406,2.787405,0.0049966383,2247.6433,1.33514404296875e-05,120,245760,382.74453015999984,245760
85.44,-160.90942635000002,656,2.0304724e-05,0.0,2.783816,-5.3037205e-05,1658.1437,-0.0002688169479370117,130,266240,413.81219219700006,266240
93.08,-222.01480109,561,4.2267053e-05,0.0,2.7891848,0.00048059443,4810.862,2.0623207092285156e-05,140,286720,446.1656934099999,286720
93.19,-183.72886425999997,570,1.2952058e-05,0.0,2.787643,9.1310794e-05,1531.3467,-9.5367431640625e-05,150,307200,482.43624240300005,307200
95.54,-224.90382338999999,567,3.0010282e-05,0.0,2.786021,-0.00015103721,2291.937,-0.002208113670349121,160,327680,518.096801445,327680
100.43,-213.44015500999998,563,6.4907115e-05,0.0,2.7832086,3.9650637e-05,1997.1671,-0.002561807632446289,170,348160,554.6520479860001,348160
92.8,-210.99644990000002,572,1.0430693e-05,0.0,2.7846491,1.0906631e-05,2410.958,7.3909759521484375e-06,180,368640,590.4162164559998,368640
101.56,-194.46653838000003,566,8.304511e-07,0.0,2.784248,-7.982366e-06,1782.1278,-5.9723854064941406e-05,190,389120,626.8990047399998,389120
104.1,-221.64366959000003,557,9.8532455e-06,0.0,2.785021,-7.475974e-05,2799.152,-0.004505276679992676,200,409600,663.3399122699998,409600
96.87,-216.94450626000005,561,3.843289e-05,0.0,2.7833602,-8.1269056e-05,2811.8672,-0.0011736154556274414,210,430080,699.8628450619999,430080
94.87,-190.34710777,570,6.4756837e-06,0.0,2.7836776,-3.9079605e-05,1387.8035,-0.0007644891738891602,220,450560,736.036282127,450560
91.86,-189.84385363,575,6.6759976e-06,0.0,2.7825189,8.5065694e-05,1426.3295,-0.0011355876922607422,230,471040,772.053932974,471040
91.45,-175.82736547999997,573,5.242073e-06,0.0,2.7829404,2.886646e-05,925.0891,-0.00034356117248535156,240,491520,808.0235387500002,491520
93.63,-189.14068012999994,576,7.3232413e-06,0.0,2.781642,-3.0647294e-05,1047.8632,-0.0009397268295288086,250,512000,843.3951169349998,512000
90.85,-190.83423391,586,0.00013065728,0.0,2.7809575,-0.00085406646,917.7979,-8.821487426757812e-06,260,532480,878.911469917,532480
92.47,-168.62386740999997,573,1.7484552e-05,0.0,2.7819786,0.00018260279,725.4733,0.00012093782424926758,270,552960,914.351879114,552960
87.72,-173.59805395,574,9.30497e-05,0.0,2.7830992,-0.0005155171,839.56464,-0.0002930164337158203,280,573440,949.440872054,573440
83.73,-169.15144279,592,4.6713132e-05,0.0,2.7791057,0.00014108798,971.2337,-7.510185241699219e-06,290,593920,986.614511704,593920
82.05,-164.57554835000002,601,0.00010723814,0.0,2.7804096,-0.00019810276,1054.0935,-0.0006097555160522461,300,614400,1021.0718446229998,614400
79.78,-176.51058196999998,595,6.683946e-05,0.0,2.7830527,-0.00021383305,1235.0134,-9.274482727050781e-05,310,634880,1055.5857895979998,634880
79.95,-160.30728662,597,0.00015872021,0.0,2.7942064,-4.5103443e-05,569.65326,-5.125999450683594e-06,320,655360,1090.156292359,655360
86.24,-177.55543727999998,584,0.00017905312,0.0,2.794155,-0.000645522,1505.2156,-0.0001277923583984375,330,675840,1124.2609886300002,675840
82.17,-166.08679698000003,596,0.00030165823,0.0,2.7969558,-6.4691296e-05,973.5522,3.6954879760742188e-06,340,696320,1158.9394964120002,696320
81.46,-163.97632206999998,590,0.0055236574,0.0690918,2.7932122,-0.0019028436,634.20593,-0.00022137165069580078,350,716800,1193.439639019,716800
84.82,-190.05056120000006,575,0.0002611123,0.0,2.789589,-0.0014639723,1789.3066,-9.143352508544922e-05,360,737280,1228.781140702,737280
84.31,-208.92451344000006,550,6.794211e-05,0.0,2.794593,-0.00030995207,1302.8365,-0.0001220703125,370,757760,1265.7010025969998,757760
79.01,-149.94101549,538,0.00012480826,0.0,2.789004,-0.00020334443,526.1106,8.344650268554688e-07,380,778240,1303.570072513,778240
91.45,-161.22861423,332,0.00023667698,0.0,2.7912357,0.0005986365,1386.4777,0.00015294551849365234,390,798720,1344.949395662,798720
84.42,-156.91465813,493,0.00029249434,0.0,2.7887194,-0.00071572163,1163.137,-2.9802322387695312e-06,400,819200,1388.3781913399998,819200
79.27,-161.64050557000002,473,0.006275075,0.09069824,2.7828624,-0.0013421233,401.46564,-3.5762786865234375e-07,410,839680,1431.925781383,839680
80.57,-167.14391288,437,2.0482745e-05,0.0,2.7904937,-3.6491634e-05,726.6587,2.562999725341797e-06,420,860160,1476.928647487,860160
80.76,-165.89902928,397,0.00019651966,0.0,2.7866755,-2.3028319e-05,592.50006,-5.0067901611328125e-06,430,880640,1526.015956826,880640
79.51,-167.98767397,410,0.004527321,0.0637207,2.7941272,-0.0016109465,995.4275,2.384185791015625e-07,440,901120,1576.8885032939997,901120
84.97,-161.0890631,391,0.003938513,0.038330078,2.7842686,-0.002311348,1157.2181,-3.814697265625e-06,450,921600,1628.1602452460002,921600
83.39,-158.28683250999995,400,0.00054759555,0.0,2.7840414,7.863587e-05,825.6387,5.960464477539063e-08,460,942080,1679.0308780189998,942080
85.09,-174.74279980000006,393,0.00023439832,0.0,2.7804513,0.00084710843,949.46375,0.0,470,962560,1730.3714687890001,962560
82.78,-199.12291716,407,1.7936329e-05,0.0,2.784279,-0.00018320007,1348.1947,0.0,480,983040,1781.966249648,983040
85.21,-176.76864611000005,395,0.00016937502,0.0,2.780782,1.5661935e-05,1243.8383,-3.5762786865234375e-07,490,1003520,1835.549904295,1003520
98.07,-183.46475515000003,399,0.00029975374,0.0,2.7796228,-0.0003145177,1027.7631,8.344650268554688e-07,500,1024000,1890.6804198139998,1024000
91.32,-190.06550244000002,393,0.00018210913,0.0,2.7748058,0.00029946314,555.69586,0.0,510,1044480,1943.1420151429998,1044480
85.12,-167.25295207999997,392,0.0004337906,0.00012207031,2.780071,-0.0013521936,897.32184,7.152557373046875e-07,520,1064960,1997.474632585,1064960
88.07,-179.70995249000003,392,0.00092129124,0.00048828125,2.770633,-0.00070833723,979.10095,-4.5299530029296875e-06,530,1085440,2051.907818196,1085440
90.81,-170.86728668,393,8.3779436e-05,0.0,2.7660446,0.00010040605,591.8489,-2.9087066650390625e-05,540,1105920,2104.103989525,1105920
85.25,-166.20704501,413,0.003998247,0.041870117,2.7511861,0.0014261878,844.6865,-1.7881393432617188e-06,550,1126400,2155.946416608,1126400
90.7,-186.21892142000004,385,5.955698e-06,0.0,2.7542753,3.662103e-05,882.9294,-4.76837158203125e-07,560,1146880,2211.731830416,1146880
95.12,-205.15471273999995,395,7.7606455e-05,0.0,2.7405097,-0.00052556867,1624.4896,-1.430511474609375e-06,570,1167360,2264.482016861,1167360
89.7,-184.92752488000005,388,0.0057286397,0.07543945,2.7355478,0.0006176561,752.37683,-2.384185791015625e-07,580,1187840,2317.022113127,1187840
84.7,-161.29292908000002,397,0.0021374563,0.015136719,2.7138412,-0.0012268835,679.0488,-5.841255187988281e-06,590,1208320,2368.745065879,1208320
85.7,-188.87740701,393,0.00061341154,0.0008544922,2.70182,-0.0005841783,954.5,-6.67572021484375e-06,600,1228800,2420.389818296,1228800
89.18,-223.01801397,389,1.642961e-05,0.0,2.7059913,-3.7044054e-05,982.6353,-4.0531158447265625e-06,610,1249280,2475.441538669,1249280
94.6,-189.12054080000001,389,0.00017154645,0.0,2.7048836,-0.00047443775,1019.657,1.2516975402832031e-06,620,1269760,2528.156565279,1269760
89.64,-185.78604027,392,0.00016517533,0.0,2.7002466,4.3733977e-05,1135.5393,-1.0728836059570312e-06,630,1290240,2580.399100387,1290240
96.15,-189.42336203,380,0.0006000618,0.00012207031,2.6980443,-0.0007713422,684.986,-2.384185791015625e-07,640,1310720,2633.17047358,1310720
95.66,-180.09300523,382,0.0031386993,0.02355957,2.6969068,0.0009039713,847.92694,-1.1920928955078125e-06,650,1331200,2686.210977903,1331200
100.92,-208.95845635,387,3.525294e-05,0.0,2.6982846,-8.67341e-05,1246.198,0.0,660,1351680,2739.5094191499998,1351680
92.68,-175.78966199,392,0.005094177,0.06262207,2.6801562,-0.0012325048,939.33014,-3.814697265625e-06,670,1372160,2792.176996148,1372160
91.28,-189.88147120999997,389,9.365516e-05,0.0,2.675989,-0.00010838486,927.1675,-1.1920928955078125e-07,680,1392640,2844.7816906470002,1392640
86.34,-164.00194869999999,398,0.00040417258,0.0,2.6803977,-0.0008694014,1264.0094,2.2649765014648438e-06,690,1413120,2896.439993595,1413120
83.75,-171.68073343999995,401,0.0013224224,0.0025634766,2.6633544,-0.0018046156,924.63763,-3.5762786865234375e-07,700,1433600,2948.065493306,1433600
83.62,-171.40607229,396,0.0005946216,0.00061035156,2.6357627,0.0005673058,877.1563,1.1920928955078125e-07,710,1454080,2999.725024557,1454080
82.82,-166.92798206999998,397,0.00054941676,0.0,2.6341712,-0.00051245326,727.484,-1.7881393432617188e-06,720,1474560,3051.2579388159998,1474560
82.32,-168.53931781999995,404,8.106393e-05,0.0,2.6289527,-0.00022788052,970.9017,-1.1920928955078125e-07,730,1495040,3102.267890797,1495040
82.63,-171.73736092000001,403,0.005145256,0.06518555,2.632452,-0.0046364283,688.31433,0.0,740,1515520,3153.149514501,1515520
93.12,-203.23508969,392,0.00030402106,0.0,2.6267698,0.00025219203,1455.4528,8.344650268554688e-07,750,1536000,3205.145632739,1536000
86.19,-178.43212954000003,392,0.0007384377,0.00036621094,2.623444,-0.0014327978,1141.9701,-1.1920928955078125e-07,760,1556480,3256.9940406949995,1556480
83.76,-162.20336972,403,0.0053992607,0.064453125,2.625577,0.0003875622,816.4005,-3.337860107421875e-06,770,1576960,3308.478225884,1576960
83.09,-161.90849593999997,399,0.0007401982,0.0,2.6214972,0.00041922193,527.3564,-2.6226043701171875e-06,780,1597440,3359.7349078680004,1597440
83.27,-176.41143359999998,405,0.0029479973,0.024169922,2.6064124,-0.002032754,945.262,4.172325134277344e-07,790,1617920,3410.8699751729996,1617920
79.66,-165.5311207,405,0.0015723617,0.0053710938,2.6001751,-0.0011453523,434.19064,-1.0728836059570312e-06,800,1638400,3461.507714574,1638400
80.85,-156.15740649,400,0.00023076258,0.0,2.603097,-0.00064334297,543.75183,0.0,810,1658880,3512.7411325850003,1658880
83.93,-171.40972891000004,400,0.00041382134,0.0,2.6001995,-0.0009678543,588.88226,-4.76837158203125e-07,820,1679360,3564.0476176770003,1679360
84.69,-167.04323663,396,1.8395569e-05,0.0,2.6031628,0.00012831387,822.79114,0.0,830,1699840,3615.3934645189997,1699840
83.27,-162.95353444,397,0.00041627762,0.0,2.6164734,-0.0009037949,460.65723,0.0,840,1720320,3666.642934498,1720320
87.0,-160.04699694,397,0.0011880129,0.00061035156,2.6170022,0.0011306736,1298.2516,-3.5762786865234375e-07,850,1740800,3718.5153299979997,1740800
101.78,-188.29083675999993,387,1.2488871e-05,0.0,2.6172774,-1.6946302e-05,1064.9993,-1.1920928955078125e-07,860,1761280,3773.196346485,1761280
90.7,-173.38801264000003,399,4.4765722e-05,0.0,2.621217,-0.00015927918,643.71,0.0,870,1781760,3825.5347068839997,1781760
89.28,-175.88251208999998,391,0.0015841529,0.009643555,2.610285,-0.00049367076,632.0323,-3.5762786865234375e-07,880,1802240,3877.615143372,1802240
95.83,-195.06326825,388,0.007439199,0.10266113,2.6093993,-0.0027305346,1196.3302,-3.5762786865234375e-07,890,1822720,3930.4273292699995,1822720
98.38,-169.73292909000003,241,0.00015664528,0.0,2.5934668,0.0005522339,1172.4093,2.205371856689453e-06,900,1843200,3986.567158978,1843200
89.59,-163.90584504000003,391,0.0017369473,0.013183594,2.5928173,-0.0017887224,764.6611,-4.76837158203125e-07,910,1863680,4038.6174628129997,1863680
86.79,-158.34560986000002,390,0.0015226536,0.0040283203,2.5856757,0.0002399389,525.3922,-2.384185791015625e-07,920,1884160,4090.5279876050004,1884160
87.71,-225.14880011999995,394,0.0002487085,0.0,2.5877209,-0.0011704025,873.37463,0.0,930,1904640,4142.710745955999,1904640
92.05,-173.11280476,402,0.0029562176,0.026123047,2.5922303,-0.0035750777,536.8656,-3.5762786865234375e-07,940,1925120,4196.885304832,1925120
88.55,-157.27664173,394,1.0265809e-05,0.0,2.591618,5.788362e-05,655.70416,-3.0994415283203125e-06,950,1945600,4252.177254873999,1945600
82.95,-170.3117511,400,0.00077711523,0.0014648438,2.5949454,-0.00064928684,610.88525,0.0,960,1966080,4303.837424296,1966080
87.1,-176.80821507000002,395,0.0013880628,0.0072021484,2.599384,-0.0017140683,517.1576,-2.384185791015625e-07,970,1986560,4355.4338256539995,1986560
