eplenmean,eprewmean,fps,loss/approxkl,loss/clipfrac,loss/policy_entropy,loss/policy_loss,loss/value_loss,misc/explained_variance,misc/nupdates,misc/serial_timesteps,misc/time_elapsed,misc/total_timesteps
107.38888888888889,-296.935222,338,3.3532888e-05,0.0,2.8378031,-0.00045115242,6843.9746,9.083747863769531e-05,1,2048,6.057774323000103,2048
115.31,-252.69067948,368,5.4107542e-05,0.0,2.8323133,-0.00016893575,4145.618,-0.006226658821105957,10,20480,56.34298836199969,20480
129.25,-259.7830875,356,0.00011296154,0.0,2.8331182,-4.569633e-05,6135.386,0.007410764694213867,20,40960,116.28219923999995,40960
113.04,-219.84955176,368,0.00192073,0.009033203,2.8246987,0.00041809605,3844.8225,0.001172780990600586,30,61440,175.67362951999985,61440
102.88,-230.67466862,374,0.0009679784,0.00061035156,2.81146,-0.00069908565,3901.1536,-0.0021948814392089844,40,81920,230.24062160199992,81920
91.54,-182.36796327999997,385,0.000104935745,0.0,2.8054824,-0.00038454027,2204.5322,-0.0014399290084838867,50,102400,283.8154221340001,102400
81.28,-184.18411756,401,0.0001047111,0.0,2.816522,-0.00035824938,2929.7163,-0.005057692527770996,60,122880,336.1313238409998,122880
82.9,-181.33124952999998,387,0.0003677197,0.0,2.8117492,-0.00062878965,2503.4602,-0.0060672760009765625,70,143360,388.25183571599973,143360
82.78,-169.59577912999998,400,0.00012809769,0.0,2.8065345,-0.001069444,1799.3322,-0.0005667209625244141,80,163840,440.09816888099976,163840
81.46,-167.50030406,393,9.02801e-05,0.0,2.8028562,3.1043746e-06,2329.1843,-0.003751516342163086,90,184320,491.7383441500001,184320
88.84,-181.16933595999998,390,7.7474015e-06,0.0,2.8046834,-8.3516206e-05,2715.966,-3.5881996154785156e-05,100,204800,544.0603295209999,204800
86.75,-188.64993693,385,4.9912583e-06,0.0,2.8076549,-6.904478e-05,1916.2546,-0.0032804012298583984,110,225280,596.710046098,225280
88.37,-179.96433876999998,393,2.756121e-05,0.0,2.8081977,-2.030503e-05,1683.6725,-0.0021300315856933594,120,245760,649.3762262549999,245760
86.02,-194.66828485,386,0.00075565616,0.006958008,2.8021593,-0.0007425347,3346.9055,-0.0017217397689819336,130,266240,704.987461879,266240
79.29,-154.079367,389,2.1172098e-05,0.0,2.8012612,-0.00013487996,1306.6902,-0.009420633316040039,140,286720,756.8409695239998,286720
82.77,-163.33049064999997,391,0.00028660384,0.0009765625,2.8015358,-0.0006097767,2102.687,-0.001010298728942871,150,307200,808.7961975849998,307200
92.39,-175.94101037000001,338,2.6224548e-05,0.0,2.7974982,-0.00022368808,1682.7888,0.0009055137634277344,160,327680,863.9209635530001,327680
87.26,-163.07941577000003,387,4.877358e-05,0.0,2.793071,0.0002652901,754.836,-0.0003540515899658203,170,348160,916.8569615910001,348160
